# Frequency	I_corrected	Q_corrected
1.37291200e+10	-8.68027390e-03	-1.22927791e-02
1.37293000e+10	-8.79854560e-03	-1.23321105e-02
1.37294800e+10	-8.73377757e-03	-1.23371775e-02
1.37296600e+10	-8.68818498e-03	-1.21141294e-02
1.37298400e+10	-8.78020946e-03	-1.21616810e-02
1.37300200e+10	-8.79355462e-03	-1.21489729e-02
1.37302000e+10	-8.73906732e-03	-1.21478548e-02
1.37303800e+10	-8.65158773e-03	-1.20527262e-02
1.37305600e+10	-8.78824263e-03	-1.20827563e-02
1.37307400e+10	-8.76102684e-03	-1.20402102e-02
1.37309200e+10	-8.86808906e-03	-1.19873290e-02
1.37311000e+10	-8.83155072e-03	-1.19462130e-02
1.37312800e+10	-8.91664406e-03	-1.18625508e-02
1.37314600e+10	-8.91588901e-03	-1.18557430e-02
1.37316400e+10	-8.83585826e-03	-1.18882797e-02
1.37318200e+10	-8.88180726e-03	-1.17479096e-02
1.37320000e+10	-9.01961783e-03	-1.19114180e-02
