# Frequency	I_corrected	Q_corrected
1.35599200e+10	-2.93214464e-02	-8.60821073e-03
1.35601000e+10	-2.96133191e-02	-8.41704220e-03
1.35602800e+10	-2.92336045e-02	-8.16879199e-03
1.35604600e+10	-2.95444255e-02	-8.12470235e-03
1.35606400e+10	-2.96234651e-02	-7.96472783e-03
1.35608200e+10	-2.97281220e-02	-7.83080965e-03
1.35610000e+10	-2.97817034e-02	-7.61487641e-03
1.35611800e+10	-2.98565486e-02	-7.61317106e-03
1.35613600e+10	-3.00102232e-02	-7.48950268e-03
1.35615400e+10	-2.99870109e-02	-7.24801647e-03
1.35617200e+10	-2.98094712e-02	-7.15894481e-03
1.35619000e+10	-2.99507008e-02	-6.97399640e-03
1.35620800e+10	-2.99674722e-02	-6.79438042e-03
1.35622600e+10	-3.01035888e-02	-6.68503074e-03
1.35624400e+10	-3.00498446e-02	-6.44005045e-03
1.35626200e+10	-3.05084642e-02	-6.42150899e-03
1.35628000e+10	-3.05369887e-02	-6.38706712e-03
1.35629800e+10	-3.04928036e-02	-6.15530933e-03
1.35631600e+10	-3.05597868e-02	-6.03127346e-03
1.35633400e+10	-3.04635194e-02	-5.85396851e-03
1.35635200e+10	-3.04550639e-02	-5.70532068e-03
1.35637000e+10	-3.04092586e-02	-5.50038088e-03
1.35638800e+10	-3.04446197e-02	-5.37711608e-03
1.35640600e+10	-3.07007123e-02	-5.26487826e-03
1.35642400e+10	-3.07199513e-02	-5.15251094e-03
1.35644200e+10	-3.08658153e-02	-4.94812744e-03
1.35646000e+10	-3.07760895e-02	-4.90099473e-03
1.35647800e+10	-3.09501055e-02	-4.70243669e-03
1.35649600e+10	-3.08084742e-02	-4.52035412e-03
1.35651400e+10	-3.08131262e-02	-4.41255578e-03
1.35653200e+10	-3.09640157e-02	-4.25555457e-03
1.35655000e+10	-3.10562730e-02	-4.10370190e-03
1.35656800e+10	-3.11291775e-02	-4.04202479e-03
1.35658600e+10	-3.10749914e-02	-3.77966538e-03
1.35660400e+10	-3.11719501e-02	-3.69810368e-03
1.35662200e+10	-3.13422889e-02	-3.58351926e-03
1.35664000e+10	-3.10873371e-02	-3.37398023e-03
1.35665800e+10	-3.12797014e-02	-3.29536784e-03
1.35667600e+10	-3.12641150e-02	-3.09584461e-03
1.35669400e+10	-3.13917570e-02	-3.01699752e-03
1.35671200e+10	-3.14216971e-02	-2.88461658e-03
1.35673000e+10	-3.12554799e-02	-2.70750487e-03
1.35674800e+10	-3.17603971e-02	-2.50996059e-03
1.35676600e+10	-3.15367302e-02	-2.44143176e-03
1.35678400e+10	-3.14226696e-02	-2.28661771e-03
1.35680200e+10	-3.15230521e-02	-2.07682093e-03
1.35682000e+10	-3.15023635e-02	-2.01079883e-03
1.35683800e+10	-3.16565084e-02	-1.85775620e-03
1.35685600e+10	-3.15920438e-02	-1.73776688e-03
1.35687400e+10	-3.17283747e-02	-1.46765957e-03
1.35689200e+10	-3.19498295e-02	-1.42092920e-03
1.35691000e+10	-3.19578730e-02	-1.24784703e-03
1.35692800e+10	-3.18551881e-02	-1.07166505e-03
1.35694600e+10	-3.17491648e-02	-9.55258531e-04
1.35696400e+10	-3.18806275e-02	-8.32298188e-04
1.35698200e+10	-3.17264973e-02	-6.61029710e-04
1.35700000e+10	-3.17500681e-02	-5.48876313e-04
1.35701800e+10	-3.19456979e-02	-3.99005265e-04
1.35703600e+10	-3.20526082e-02	-2.53318944e-04
1.35705400e+10	-3.21969271e-02	-1.14304309e-04
1.35707200e+10	-3.20561764e-02	5.82911459e-05
1.35709000e+10	-3.22119313e-02	2.30967315e-04
1.35710800e+10	-3.22255221e-02	3.33306460e-04
1.35712600e+10	-3.19942148e-02	5.03882529e-04
1.35714400e+10	-3.20303286e-02	6.40238779e-04
1.35716200e+10	-3.19854761e-02	7.61938251e-04
1.35718000e+10	-3.22777060e-02	8.84453461e-04
1.35719800e+10	-3.21813976e-02	9.91798621e-04
1.35721600e+10	-3.21835340e-02	1.18294883e-03
1.35723400e+10	-3.24317279e-02	1.33089921e-03
1.35725200e+10	-3.23704057e-02	1.38419645e-03
1.35727000e+10	-3.23180278e-02	1.62589002e-03
1.35728800e+10	-3.22482771e-02	1.77263661e-03
1.35730600e+10	-3.23400327e-02	1.91111430e-03
1.35732400e+10	-3.24971312e-02	2.06246482e-03
1.35734200e+10	-3.22633516e-02	2.18853330e-03
1.35736000e+10	-3.25579097e-02	2.31284792e-03
1.35737800e+10	-3.24895408e-02	2.50949183e-03
1.35739600e+10	-3.24892610e-02	2.61028432e-03
1.35741400e+10	-3.23829633e-02	2.72788010e-03
1.35743200e+10	-3.22464367e-02	2.87425975e-03
1.35745000e+10	-3.25003293e-02	3.06028119e-03
1.35746800e+10	-3.23714889e-02	3.18742054e-03
1.35748600e+10	-3.25564371e-02	3.32353620e-03
1.35750400e+10	-3.27426352e-02	3.48288210e-03
1.35752200e+10	-3.26382030e-02	3.66858043e-03
1.35754000e+10	-3.27794621e-02	3.83113389e-03
1.35755800e+10	-3.24264367e-02	3.88664570e-03
1.35757600e+10	-3.26574931e-02	4.07489886e-03
1.35759400e+10	-3.25949138e-02	4.19495098e-03
1.35761200e+10	-3.24560922e-02	4.29609699e-03
1.35763000e+10	-3.25758826e-02	4.51529400e-03
1.35764800e+10	-3.26955083e-02	4.65170480e-03
1.35766600e+10	-3.28788955e-02	4.82105253e-03
1.35768400e+10	-3.27617346e-02	4.88413814e-03
1.35770200e+10	-3.27634249e-02	5.02258657e-03
1.35772000e+10	-3.28786292e-02	5.27358685e-03
1.35773800e+10	-3.27348583e-02	5.35561585e-03
1.35775600e+10	-3.26819158e-02	5.34497622e-03
1.35777400e+10	-3.24647614e-02	5.63002343e-03
1.35779200e+10	-3.28177580e-02	5.78083043e-03
1.35781000e+10	-3.28430388e-02	5.95297005e-03
1.35782800e+10	-3.27805528e-02	6.04895927e-03
1.35784600e+10	-3.29689557e-02	6.20954826e-03
1.35786400e+10	-3.28443344e-02	6.37025148e-03
1.35788200e+10	-3.29587648e-02	6.56423638e-03
1.35790000e+10	-3.27600378e-02	6.56945393e-03
1.35791800e+10	-3.26902554e-02	6.78662468e-03
1.35793600e+10	-3.29920614e-02	6.93812179e-03
1.35795400e+10	-3.28080160e-02	7.01876461e-03
1.35797200e+10	-3.28454090e-02	7.11573252e-03
1.35799000e+10	-3.28951149e-02	7.33863466e-03
1.35800800e+10	-3.28380367e-02	7.40488536e-03
1.35802600e+10	-3.30234137e-02	7.64986887e-03
1.35804400e+10	-3.26581278e-02	7.70412202e-03
1.35806200e+10	-3.28948554e-02	7.90404391e-03
1.35808000e+10	-3.28627588e-02	8.05130288e-03
1.35809800e+10	-3.28107003e-02	8.21894936e-03
1.35811600e+10	-3.29408192e-02	8.30687225e-03
1.35813400e+10	-3.29280494e-02	8.48911010e-03
1.35815200e+10	-3.30744814e-02	8.73682218e-03
1.35817000e+10	-3.29427324e-02	8.71817375e-03
1.35818800e+10	-3.28526701e-02	8.86908635e-03
1.35820600e+10	-3.28389759e-02	8.97624698e-03
1.35822400e+10	-3.26953013e-02	9.14776765e-03
1.35824200e+10	-3.28374132e-02	9.24986066e-03
1.35826000e+10	-3.27255990e-02	9.44845427e-03
1.35827800e+10	-3.30486632e-02	9.67757474e-03
1.35829600e+10	-3.31056288e-02	9.80067911e-03
1.35831400e+10	-3.30270996e-02	9.93491448e-03
1.35833200e+10	-3.30235963e-02	1.00914538e-02
1.35835000e+10	-3.28506203e-02	1.01672381e-02
1.35836800e+10	-3.28070901e-02	1.02161705e-02
1.35838600e+10	-3.26829983e-02	1.03575155e-02
1.35840400e+10	-3.27382102e-02	1.05431225e-02
1.35842200e+10	-3.30412038e-02	1.07397033e-02
1.35844000e+10	-3.29163806e-02	1.09489876e-02
1.35845800e+10	-3.30048063e-02	1.11076847e-02
1.35847600e+10	-3.29623487e-02	1.11995869e-02
1.35849400e+10	-3.30531027e-02	1.13624871e-02
1.35851200e+10	-3.28276285e-02	1.14230317e-02
1.35853000e+10	-3.27282155e-02	1.15276276e-02
1.35854800e+10	-3.28685343e-02	1.17102478e-02
1.35856600e+10	-3.28159803e-02	1.18795810e-02
1.35858400e+10	-3.29008245e-02	1.20352877e-02
1.35860200e+10	-3.28675013e-02	1.21885306e-02
1.35862000e+10	-3.29054672e-02	1.23203673e-02
1.35863800e+10	-3.30791883e-02	1.24847558e-02
1.35865600e+10	-3.26554763e-02	1.24378201e-02
1.35867400e+10	-3.29333258e-02	1.26931707e-02
1.35869200e+10	-3.28620335e-02	1.28195457e-02
1.35871000e+10	-3.29497694e-02	1.29681142e-02
1.35872800e+10	-3.29955283e-02	1.31805574e-02
1.35874600e+10	-3.27353766e-02	1.32648611e-02
1.35876400e+10	-3.30841572e-02	1.35651307e-02
1.35878200e+10	-3.29615092e-02	1.36362347e-02
1.35880000e+10	-3.28101422e-02	1.37574251e-02
1.35881800e+10	-3.28155374e-02	1.38733479e-02
1.35883600e+10	-3.28064546e-02	1.40029419e-02
1.35885400e+10	-3.28973959e-02	1.41340686e-02
1.35887200e+10	-3.27891458e-02	1.42683405e-02
1.35889000e+10	-3.28876436e-02	1.44216400e-02
1.35890800e+10	-3.30615374e-02	1.47552220e-02
1.35892600e+10	-3.30341526e-02	1.48471579e-02
1.35894400e+10	-3.29323585e-02	1.49931675e-02
1.35896200e+10	-3.28079461e-02	1.49923550e-02
1.35898000e+10	-3.29927419e-02	1.52535406e-02
1.35899800e+10	-3.26947222e-02	1.52549583e-02
1.35901600e+10	-3.26720017e-02	1.54383147e-02
1.35903400e+10	-3.27540426e-02	1.55744398e-02
1.35905200e+10	-3.28237582e-02	1.58546295e-02
1.35907000e+10	-3.30295268e-02	1.60638829e-02
1.35908800e+10	-3.29040344e-02	1.61623649e-02
1.35910600e+10	-3.29946939e-02	1.63105797e-02
1.35912400e+10	-3.29999356e-02	1.64874503e-02
1.35914200e+10	-3.26879980e-02	1.64210984e-02
1.35916000e+10	-3.27893485e-02	1.66690114e-02
1.35917800e+10	-3.26161375e-02	1.67102200e-02
1.35919600e+10	-3.28313951e-02	1.69959237e-02
1.35921400e+10	-3.28222684e-02	1.70565699e-02
1.35923200e+10	-3.29013396e-02	1.72861939e-02
1.35925000e+10	-3.30445996e-02	1.74810667e-02
1.35926800e+10	-3.29404952e-02	1.76327617e-02
1.35928600e+10	-3.28209424e-02	1.77227613e-02
1.35930400e+10	-3.28536720e-02	1.78497499e-02
1.35932200e+10	-3.27960782e-02	1.79608298e-02
1.35934000e+10	-3.29490882e-02	1.82292202e-02
1.35935800e+10	-3.27448449e-02	1.82574632e-02
1.35937600e+10	-3.30102280e-02	1.85218241e-02
1.35939400e+10	-3.28546713e-02	1.86542658e-02
1.35941200e+10	-3.29247215e-02	1.88466409e-02
1.35943000e+10	-3.27988831e-02	1.88875052e-02
1.35944800e+10	-3.26988424e-02	1.90128922e-02
1.35946600e+10	-3.28854781e-02	1.93142257e-02
1.35948400e+10	-3.27599932e-02	1.93598217e-02
1.35950200e+10	-3.27977378e-02	1.95971108e-02
1.35952000e+10	-3.30547237e-02	1.98034511e-02
1.35953800e+10	-3.29029527e-02	1.99052107e-02
1.35955600e+10	-3.30525493e-02	2.01876062e-02
1.35957400e+10	-3.26807509e-02	2.01755084e-02
1.35959200e+10	-3.28537877e-02	2.04014843e-02
1.35961000e+10	-3.27836650e-02	2.04927231e-02
1.35962800e+10	-3.25959626e-02	2.05722583e-02
1.35964600e+10	-3.28055777e-02	2.08231705e-02
1.35966400e+10	-3.28965669e-02	2.10840598e-02
1.35968200e+10	-3.31559646e-02	2.12982506e-02
1.35970000e+10	-3.29014221e-02	2.14322361e-02
1.35971800e+10	-3.29554284e-02	2.15393976e-02
1.35973600e+10	-3.30452433e-02	2.18068287e-02
1.35975400e+10	-3.28979934e-02	2.18238024e-02
1.35977200e+10	-3.27239735e-02	2.19556695e-02
1.35979000e+10	-3.26654427e-02	2.20616982e-02
1.35980800e+10	-3.27982758e-02	2.22607763e-02
1.35982600e+10	-3.28885564e-02	2.25349676e-02
1.35984400e+10	-3.27439228e-02	2.25855695e-02
1.35986200e+10	-3.30283217e-02	2.29921913e-02
1.35988000e+10	-3.29207314e-02	2.30713773e-02
1.35989800e+10	-3.30349412e-02	2.33610281e-02
1.35991600e+10	-3.28332343e-02	2.33496891e-02
1.35993400e+10	-3.27538537e-02	2.33985976e-02
1.35995200e+10	-3.29622442e-02	2.37648903e-02
1.35997000e+10	-3.27153594e-02	2.37598542e-02
1.35998800e+10	-3.28643631e-02	2.40373954e-02
1.36000600e+10	-3.28763272e-02	2.42666003e-02
1.36002400e+10	-3.28945646e-02	2.44329281e-02
1.36004200e+10	-3.30784473e-02	2.46536261e-02
1.36006000e+10	-3.27017081e-02	2.46343544e-02
1.36007800e+10	-3.29502127e-02	2.49413582e-02
1.36009600e+10	-3.28256069e-02	2.50973069e-02
1.36011400e+10	-3.28638477e-02	2.52604432e-02
1.36013200e+10	-3.28280436e-02	2.54404979e-02
1.36015000e+10	-3.30321639e-02	2.57076802e-02
1.36016800e+10	-3.30987353e-02	2.59585980e-02
1.36018600e+10	-3.29574027e-02	2.60599554e-02
1.36020400e+10	-3.27853255e-02	2.61552397e-02
1.36022200e+10	-3.29261120e-02	2.63460323e-02
1.36024000e+10	-3.27897221e-02	2.64078466e-02
1.36025800e+10	-3.28939547e-02	2.67163119e-02
1.36027600e+10	-3.27620849e-02	2.68117835e-02
1.36029400e+10	-3.31658481e-02	2.72691980e-02
1.36031200e+10	-3.31227027e-02	2.74453995e-02
1.36033000e+10	-3.30497719e-02	2.75785066e-02
1.36034800e+10	-3.30638158e-02	2.78228141e-02
1.36036600e+10	-3.29525666e-02	2.78762339e-02
1.36038400e+10	-3.28612705e-02	2.80019542e-02
1.36040200e+10	-3.28402582e-02	2.80898294e-02
1.36042000e+10	-3.27935442e-02	2.83442094e-02
1.36043800e+10	-3.30773791e-02	2.87812222e-02
1.36045600e+10	-3.28698480e-02	2.88784475e-02
1.36047400e+10	-3.31567860e-02	2.91602954e-02
1.36049200e+10	-3.30753522e-02	2.93659862e-02
1.36051000e+10	-3.32508002e-02	2.96747200e-02
1.36052800e+10	-3.29854879e-02	2.96672249e-02
1.36054600e+10	-3.28349121e-02	2.97530798e-02
1.36056400e+10	-3.30512024e-02	3.01181098e-02
1.36058200e+10	-3.30378548e-02	3.02363229e-02
1.36060000e+10	-3.30170497e-02	3.05375260e-02
1.36061800e+10	-3.29990713e-02	3.07541853e-02
1.36063600e+10	-3.31091907e-02	3.09964659e-02
1.36065400e+10	-3.33230739e-02	3.13561686e-02
1.36067200e+10	-3.29525848e-02	3.12297448e-02
1.36069000e+10	-3.31335503e-02	3.16329652e-02
1.36070800e+10	-3.30844088e-02	3.18318130e-02
1.36072600e+10	-3.31193400e-02	3.20557789e-02
1.36074400e+10	-3.31451586e-02	3.23304263e-02
1.36076200e+10	-3.30038807e-02	3.23488004e-02
1.36078000e+10	-3.33560370e-02	3.29677236e-02
1.36079800e+10	-3.32932893e-02	3.30445868e-02
1.36081600e+10	-3.30690088e-02	3.31366777e-02
1.36083400e+10	-3.31872849e-02	3.34451872e-02
1.36085200e+10	-3.31511223e-02	3.35824845e-02
1.36087000e+10	-3.31897515e-02	3.39143535e-02
1.36088800e+10	-3.31242805e-02	3.40817133e-02
1.36090600e+10	-3.32118274e-02	3.43225057e-02
1.36092400e+10	-3.34355733e-02	3.48799339e-02
1.36094200e+10	-3.34066108e-02	3.49204477e-02
1.36096000e+10	-3.34477679e-02	3.52543285e-02
1.36097800e+10	-3.32782689e-02	3.53287910e-02
1.36099600e+10	-3.34507533e-02	3.57558864e-02
1.36101400e+10	-3.31976448e-02	3.57223670e-02
1.36103200e+10	-3.31345115e-02	3.59378802e-02
1.36105000e+10	-3.33558261e-02	3.63460992e-02
1.36106800e+10	-3.34379338e-02	3.67313135e-02
1.36108600e+10	-3.35961279e-02	3.71739947e-02
1.36110400e+10	-3.35333648e-02	3.73335308e-02
1.36112200e+10	-3.36616448e-02	3.76152851e-02
1.36114000e+10	-3.37211944e-02	3.80342848e-02
1.36115800e+10	-3.33116438e-02	3.78789551e-02
1.36117600e+10	-3.34765101e-02	3.82694537e-02
1.36119400e+10	-3.33762605e-02	3.83965976e-02
1.36121200e+10	-3.35440514e-02	3.89013089e-02
1.36123000e+10	-3.35337398e-02	3.91157597e-02
1.36124800e+10	-3.36726718e-02	3.94799311e-02
1.36126600e+10	-3.39161959e-02	4.00839777e-02
1.36128400e+10	-3.37860464e-02	4.01953388e-02
1.36130200e+10	-3.36860207e-02	4.03749930e-02
1.36132000e+10	-3.37440641e-02	4.06150675e-02
1.36133800e+10	-3.37298923e-02	4.09065771e-02
1.36135600e+10	-3.38436502e-02	4.13367331e-02
1.36137400e+10	-3.36814375e-02	4.14073926e-02
1.36139200e+10	-3.39788966e-02	4.21062267e-02
1.36141000e+10	-3.39875593e-02	4.22867146e-02
1.36142800e+10	-3.39526585e-02	4.26157462e-02
1.36144600e+10	-3.39348015e-02	4.28056791e-02
1.36146400e+10	-3.37713026e-02	4.30133647e-02
1.36148200e+10	-3.40724439e-02	4.36997028e-02
1.36150000e+10	-3.39129747e-02	4.37771038e-02
1.36151800e+10	-3.39846022e-02	4.41384458e-02
1.36153600e+10	-3.42861017e-02	4.49341025e-02
1.36155400e+10	-3.41759250e-02	4.50098907e-02
1.36157200e+10	-3.43243796e-02	4.55163420e-02
1.36159000e+10	-3.40362160e-02	4.55250613e-02
1.36160800e+10	-3.41721394e-02	4.60392423e-02
1.36162600e+10	-3.42213869e-02	4.63963028e-02
1.36164400e+10	-3.40033781e-02	4.64010614e-02
1.36166200e+10	-3.42959073e-02	4.70179522e-02
1.36168000e+10	-3.43483642e-02	4.76299186e-02
1.36169800e+10	-3.45287765e-02	4.81937071e-02
1.36171600e+10	-3.44477839e-02	4.84678133e-02
1.36173400e+10	-3.44642584e-02	4.88027230e-02
1.36175200e+10	-3.46930547e-02	4.93842992e-02
1.36177000e+10	-3.44831938e-02	4.95469190e-02
1.36178800e+10	-3.44391180e-02	4.97561476e-02
1.36180600e+10	-3.43163168e-02	5.00312169e-02
1.36182400e+10	-3.45796527e-02	5.07792739e-02
1.36184200e+10	-3.46687101e-02	5.12714585e-02
1.36186000e+10	-3.45291574e-02	5.15374719e-02
1.36187800e+10	-3.48925774e-02	5.23926047e-02
1.36189600e+10	-3.47835310e-02	5.27464623e-02
1.36191400e+10	-3.50409706e-02	5.32667639e-02
1.36193200e+10	-3.47740170e-02	5.34155269e-02
1.36195000e+10	-3.46668844e-02	5.37404417e-02
1.36196800e+10	-3.49021399e-02	5.45323974e-02
1.36198600e+10	-3.47011947e-02	5.46391010e-02
1.36200400e+10	-3.48707113e-02	5.52780269e-02
1.36202200e+10	-3.50592948e-02	5.60392584e-02
1.36204000e+10	-3.50615528e-02	5.64972353e-02
1.36205800e+10	-3.52443043e-02	5.72316860e-02
1.36207600e+10	-3.49378593e-02	5.72171356e-02
1.36209400e+10	-3.52515909e-02	5.81286058e-02
1.36211200e+10	-3.51168009e-02	5.84607689e-02
1.36213000e+10	-3.51631397e-02	5.89465074e-02
1.36214800e+10	-3.51941378e-02	5.95082223e-02
1.36216600e+10	-3.53930922e-02	6.03361468e-02
1.36218400e+10	-3.55078755e-02	6.10242215e-02
1.36220200e+10	-3.54462499e-02	6.14005531e-02
1.36222000e+10	-3.53559409e-02	6.18174552e-02
1.36223800e+10	-3.54835667e-02	6.26243903e-02
1.36225600e+10	-3.52539432e-02	6.27565969e-02
1.36227400e+10	-3.54796823e-02	6.37610040e-02
1.36229200e+10	-3.54026206e-02	6.41705264e-02
1.36231000e+10	-3.58083158e-02	6.54992645e-02
1.36232800e+10	-3.58136633e-02	6.60631310e-02
1.36234600e+10	-3.57275089e-02	6.65124352e-02
1.36236400e+10	-3.58671976e-02	6.74597643e-02
1.36238200e+10	-3.57286857e-02	6.78317137e-02
1.36240000e+10	-3.56683359e-02	6.82668409e-02
1.36241800e+10	-3.55810222e-02	6.88500457e-02
1.36243600e+10	-3.56134404e-02	6.96024710e-02
1.36245400e+10	-3.59492426e-02	7.09933981e-02
1.36247200e+10	-3.57921227e-02	7.14634388e-02
1.36249000e+10	-3.60390378e-02	7.25837808e-02
1.36250800e+10	-3.60955345e-02	7.34526485e-02
1.36252600e+10	-3.61827891e-02	7.43821641e-02
1.36254400e+10	-3.60383064e-02	7.47239812e-02
1.36256200e+10	-3.58425181e-02	7.52581797e-02
1.36258000e+10	-3.59964906e-02	7.65251354e-02
1.36259800e+10	-3.59635066e-02	7.72148190e-02
1.36261600e+10	-3.60534415e-02	7.81966595e-02
1.36263400e+10	-3.60519607e-02	7.90705099e-02
1.36265200e+10	-3.62141040e-02	8.03580810e-02
1.36267000e+10	-3.64133764e-02	8.17609614e-02
1.36268800e+10	-3.59636721e-02	8.18737208e-02
1.36270600e+10	-3.62502761e-02	8.33217001e-02
1.36272400e+10	-3.61581581e-02	8.44052437e-02
1.36274200e+10	-3.60435203e-02	8.51553640e-02
1.36276000e+10	-3.61504257e-02	8.64375839e-02
1.36277800e+10	-3.59659688e-02	8.70765514e-02
1.36279600e+10	-3.63071261e-02	8.90810919e-02
1.36281400e+10	-3.61327470e-02	9.00304274e-02
1.36283200e+10	-3.60077848e-02	9.08257473e-02
1.36285000e+10	-3.60222605e-02	9.22972321e-02
1.36286800e+10	-3.60293392e-02	9.33239131e-02
1.36288600e+10	-3.59576032e-02	9.48051673e-02
1.36290400e+10	-3.57337082e-02	9.58957062e-02
1.36292200e+10	-3.58368702e-02	9.73852222e-02
1.36294000e+10	-3.59708726e-02	9.96184388e-02
1.36295800e+10	-3.57854523e-02	1.00506841e-01
1.36297600e+10	-3.57780618e-02	1.02226881e-01
1.36299400e+10	-3.54876254e-02	1.03340673e-01
1.36301200e+10	-3.55173820e-02	1.05237379e-01
1.36303000e+10	-3.51493163e-02	1.06023323e-01
1.36304800e+10	-3.49894377e-02	1.07498236e-01
1.36306600e+10	-3.49677765e-02	1.09716289e-01
1.36308400e+10	-3.49167644e-02	1.11579157e-01
1.36310200e+10	-3.48204296e-02	1.13932079e-01
1.36312000e+10	-3.47050631e-02	1.15814663e-01
1.36313800e+10	-3.45032682e-02	1.17741948e-01
1.36315600e+10	-3.43088692e-02	1.20087792e-01
1.36317400e+10	-3.36161114e-02	1.20464739e-01
1.36319200e+10	-3.34801264e-02	1.23113112e-01
1.36321000e+10	-3.30122386e-02	1.24874207e-01
1.36322800e+10	-3.27813313e-02	1.27421557e-01
1.36324600e+10	-3.25024681e-02	1.29902147e-01
1.36326400e+10	-3.20128693e-02	1.32518260e-01
1.36328200e+10	-3.17371803e-02	1.35875081e-01
1.36330000e+10	-3.12555642e-02	1.37981060e-01
1.36331800e+10	-3.06745192e-02	1.40123167e-01
1.36333600e+10	-3.00468269e-02	1.42966307e-01
1.36335400e+10	-2.94286187e-02	1.45483221e-01
1.36337200e+10	-2.87093382e-02	1.48851163e-01
1.36339000e+10	-2.77809607e-02	1.50885280e-01
1.36340800e+10	-2.71767441e-02	1.55476012e-01
1.36342600e+10	-2.63043221e-02	1.58602000e-01
1.36344400e+10	-2.52864712e-02	1.61848021e-01
1.36346200e+10	-2.41337819e-02	1.65170239e-01
1.36348000e+10	-2.30031756e-02	1.68390019e-01
1.36349800e+10	-2.18320519e-02	1.73227154e-01
1.36351600e+10	-2.01746082e-02	1.76033545e-01
1.36353400e+10	-1.87642831e-02	1.80156569e-01
1.36355200e+10	-1.73730649e-02	1.86164626e-01
1.36357000e+10	-1.51808049e-02	1.89761878e-01
1.36358800e+10	-1.32920189e-02	1.94979867e-01
1.36360600e+10	-1.09226227e-02	1.98536926e-01
1.36362400e+10	-8.47376530e-03	2.04083656e-01
1.36364200e+10	-5.88734166e-03	2.09524995e-01
1.36366000e+10	-2.76230255e-03	2.13035069e-01
1.36367800e+10	4.55964336e-04	2.20063267e-01
1.36369600e+10	3.93146260e-03	2.26650077e-01
1.36371400e+10	8.06347991e-03	2.33494941e-01
1.36373200e+10	1.24511781e-02	2.39317508e-01
1.36375000e+10	1.72569422e-02	2.45809015e-01
1.36376800e+10	2.27720950e-02	2.53522201e-01
1.36378600e+10	2.86312711e-02	2.59106363e-01
1.36380400e+10	3.52970679e-02	2.65377555e-01
1.36382200e+10	4.25817461e-02	2.72165179e-01
1.36384000e+10	5.10573231e-02	2.80685268e-01
1.36385800e+10	6.01756602e-02	2.88916971e-01
1.36387600e+10	7.00828200e-02	2.95526756e-01
1.36389400e+10	8.19472642e-02	3.06366933e-01
1.36391200e+10	9.41142313e-02	3.12924225e-01
1.36393000e+10	1.08196098e-01	3.20863111e-01
1.36394800e+10	1.22765209e-01	3.26223604e-01
1.36396600e+10	1.38902665e-01	3.30637316e-01
1.36398400e+10	1.58350709e-01	3.37650375e-01
1.36400200e+10	1.77176438e-01	3.39629255e-01
1.36402000e+10	1.98907464e-01	3.42678045e-01
1.36403800e+10	2.23990484e-01	3.46126178e-01
1.36405600e+10	2.48637176e-01	3.43538824e-01
1.36407400e+10	2.75818955e-01	3.40939724e-01
1.36409200e+10	3.00395840e-01	3.30145923e-01
