C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=10.0
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
7.532,-0.527564
7.53228,-0.520249
7.53269,-0.510185
7.5331,-0.500246
7.53352,-0.490443
7.53396,-0.480783
7.534,-0.47985
7.5344,-0.471274
7.53485,-0.461925
7.53532,-0.452742
7.53579,-0.443731
7.536,-0.43991
7.53628,-0.434899
7.53678,-0.426251
7.53728,-0.417792
7.53781,-0.409525
7.538,-0.406539
7.53834,-0.401455
7.53888,-0.393584
7.53944,-0.385916
7.54,-0.378637
7.54001,-0.378451
7.5406,-0.371192
7.5412,-0.364138
7.54181,-0.357292
7.542,-0.355253
7.54244,-0.350652
7.54308,-0.344217
7.54374,-0.337988
7.544,-0.335588
7.54441,-0.331962
7.5451,-0.326139
7.5458,-0.320514
7.546,-0.318986
7.54652,-0.315088
7.54726,-0.309855
7.548,-0.304908
7.54801,-0.304815
7.54879,-0.299962
7.54958,-0.295294
7.55,-0.292918
7.55039,-0.290808
7.55122,-0.286499
7.552,-0.28266
7.55206,-0.282363
7.55293,-0.278396
7.55382,-0.274594
7.554,-0.273846
7.55473,-0.270953
7.55566,-0.267467
7.556,-0.26624
7.55661,-0.264134
7.55758,-0.260948
7.558,-0.259649
7.55858,-0.257905
7.5596,-0.255
7.56,-0.253916
7.56064,-0.252228
7.56171,-0.249586
7.562,-0.248909
7.56281,-0.247069
7.56393,-0.244673
7.564,-0.244522
7.56507,-0.242393
7.566,-0.240664
7.56625,-0.240224
7.56745,-0.238164
7.568,-0.237261
7.56867,-0.236206
7.56993,-0.234349
7.57,-0.23425
7.57122,-0.232587
7.572,-0.231578
7.57253,-0.230916
7.57388,-0.229334
7.574,-0.2292
7.57526,-0.227836
7.576,-0.227079
7.57667,-0.226418
7.578,-0.225182
7.57812,-0.225077
7.5796,-0.22381
7.58,-0.223481
7.58111,-0.222614
7.582,-0.221953
7.58266,-0.221485
7.584,-0.220577
7.58424,-0.220419
7.58586,-0.219415
7.586,-0.219335
7.58752,-0.218469
7.588,-0.218213
7.58922,-0.217579
7.59,-0.217196
7.59096,-0.216741
7.592,-0.216274
7.59274,-0.215953
7.594,-0.215436
7.59456,-0.215213
7.596,-0.214672
7.59643,-0.214518
7.598,-0.213977
7.59834,-0.213866
7.6,-0.213341
7.60029,-0.213254
7.602,-0.21276
7.60229,-0.212681
7.604,-0.212228
7.60433,-0.212144
7.606,-0.21174
7.60643,-0.211641
7.608,-0.211292
7.60857,-0.211171
7.61,-0.21088
7.61076,-0.210732
7.612,-0.2105
7.61301,-0.210321
7.614,-0.21015
7.6153,-0.209937
7.616,-0.209827
7.61765,-0.209579
7.618,-0.209528
7.62,-0.209252
7.62006,-0.209244
7.622,-0.208996
7.62252,-0.208933
7.624,-0.208758
7.62504,-0.208642
7.626,-0.208538
7.62762,-0.20837
7.628,-0.208332
7.63,-0.208141
7.63026,-0.208117
7.632,-0.207963
7.63296,-0.207882
7.634,-0.207796
7.63572,-0.207662
7.636,-0.207641
7.638,-0.207495
7.63855,-0.207456
7.64,-0.207358
7.64145,-0.207265
7.642,-0.20723
7.644,-0.207109
7.64441,-0.207085
7.646,-0.206996
7.64745,-0.206918
7.648,-0.206889
7.65,-0.206787
7.65055,-0.206761
7.652,-0.206692
7.65373,-0.206613
7.654,-0.206601
7.656,-0.206515
7.65698,-0.206474
7.658,-0.206433
7.66,-0.206355
7.66031,-0.206344
7.662,-0.206281
7.66371,-0.20622
7.664,-0.20621
7.666,-0.206142
7.6672,-0.206102
7.668,-0.206077
7.67,-0.206014
7.67077,-0.205991
7.672,-0.205954
7.674,-0.205895
7.67442,-0.205883
7.676,-0.205839
7.678,-0.205785
7.67816,-0.205781
7.68,-0.205732
7.68198,-0.205681
7.682,-0.205681
7.684,-0.205631
7.68589,-0.205584
7.686,-0.205582
7.688,-0.205534
7.6899,-0.20549
7.694,-0.205397
7.696,-0.205353
7.698,-0.20531
7.7,-0.205267
7.702,-0.205225
7.704,-0.205183
7.706,-0.205142
7.708,-0.205101
7.71,-0.20506
7.712,-0.20502
7.714,-0.204979
7.716,-0.204939
7.718,-0.204899
7.72,-0.20486
7.722,-0.20482
7.724,-0.20478
7.726,-0.20474
7.728,-0.2047
7.73,-0.204661
7.732,-0.204621
7.734,-0.204581
7.736,-0.204541
7.738,-0.2045
7.74,-0.20446
7.742,-0.20442
7.744,-0.204379
7.746,-0.204338
7.748,-0.204297
7.75,-0.204256
7.752,-0.204214
7.754,-0.204172
7.756,-0.20413
7.758,-0.204088
7.76,-0.204046
7.762,-0.204003
7.764,-0.20396
7.766,-0.203916
7.768,-0.203873
7.77,-0.203829
7.772,-0.203785
7.774,-0.20374
7.776,-0.203695
7.778,-0.20365
7.78,-0.203605
7.782,-0.203559
7.784,-0.203513
7.786,-0.203467
7.788,-0.20342
7.79,-0.203373
7.792,-0.203326
7.794,-0.203278
7.796,-0.203231
7.798,-0.203182
7.8,-0.203134
7.802,-0.203085
7.804,-0.203036
7.806,-0.202986
7.808,-0.202936
7.81,-0.202886
7.812,-0.202836
7.814,-0.202785
7.816,-0.202734
7.818,-0.202682
7.82,-0.20263
7.822,-0.202578
7.824,-0.202526
7.826,-0.202473
7.828,-0.20242
7.83,-0.202367
7.832,-0.202313
7.834,-0.202259
7.836,-0.202205
7.838,-0.202151
7.84,-0.202096
7.842,-0.20204
7.844,-0.201985
7.846,-0.201929
7.848,-0.201873
7.85,-0.201817
7.852,-0.20176
7.854,-0.201703
7.856,-0.201646
7.858,-0.201588
7.86,-0.20153
7.862,-0.201472
7.864,-0.201414
7.866,-0.201355
7.868,-0.201296
7.87,-0.201237
7.872,-0.201177
7.874,-0.201118
7.876,-0.201058
7.878,-0.200997
7.88,-0.200937
7.882,-0.200876
7.884,-0.200814
7.886,-0.200753
7.888,-0.200691
7.89,-0.200629
7.892,-0.200567
7.894,-0.200505
7.896,-0.200442
7.898,-0.200379
7.9,-0.200316
7.902,-0.200252
7.904,-0.200188
7.906,-0.200124
7.908,-0.20006
7.91,-0.199995
7.912,-0.199931
7.914,-0.199866
7.916,-0.1998
7.918,-0.199735
7.92,-0.199669
7.922,-0.199603
7.924,-0.199537
7.926,-0.199471
7.928,-0.199404
7.93,-0.199337
7.932,-0.19927
7.934,-0.199203
7.936,-0.199135
7.938,-0.199067
7.94,-0.198999
7.942,-0.198931
7.944,-0.198863
7.946,-0.198794
7.948,-0.198725
7.95,-0.198656
7.952,-0.198586
7.954,-0.198517
7.956,-0.198447
7.958,-0.198377
7.96,-0.198307
7.962,-0.198237
7.964,-0.198166
7.966,-0.198095
7.968,-0.198024
7.97,-0.197953
7.972,-0.197882
7.974,-0.19781
7.976,-0.197738
7.978,-0.197666
7.98,-0.197594
7.982,-0.197522
7.984,-0.197449
7.986,-0.197376
7.988,-0.197303
7.99,-0.19723
7.992,-0.197157
7.994,-0.197083
7.996,-0.19701
7.998,-0.196936
8,-0.196862
8.002,-0.196788
8.004,-0.196713
8.006,-0.196639
8.008,-0.196564
8.01,-0.196489
8.012,-0.196414
8.014,-0.196338
8.016,-0.196263
8.018,-0.196187
8.02,-0.196111
8.022,-0.196035
8.024,-0.195959
8.026,-0.195883
8.028,-0.195806
8.03,-0.195729
8.032,-0.195653
8.034,-0.195576
8.036,-0.195498
8.038,-0.195421
8.04,-0.195344
8.042,-0.195266
8.044,-0.195188
8.046,-0.19511
8.048,-0.195032
8.05,-0.194954
8.052,-0.194875
8.054,-0.194796
8.056,-0.194718
8.058,-0.194639
8.06,-0.19456
8.062,-0.19448
8.064,-0.194401
8.066,-0.194321
8.068,-0.194242
8.07,-0.194162
8.072,-0.194082
8.074,-0.194002
8.076,-0.193921
8.078,-0.193841
8.08,-0.19376
8.082,-0.19368
8.084,-0.193599
8.086,-0.193518
8.088,-0.193437
8.09,-0.193355
8.092,-0.193274
8.094,-0.193192
8.096,-0.193111
8.098,-0.193029
8.1,-0.192947
8.102,-0.192865
8.104,-0.192783
8.106,-0.1927
8.108,-0.192618
8.11,-0.192535
8.112,-0.192452
8.114,-0.192369
8.116,-0.192286
8.118,-0.192203
8.12,-0.19212
8.122,-0.192036
8.124,-0.191953
8.126,-0.191869
8.128,-0.191785
8.13,-0.191701
8.132,-0.191617
8.134,-0.191533
8.136,-0.191449
8.138,-0.191364
8.14,-0.191279
8.142,-0.191195
8.144,-0.19111
8.146,-0.191025
8.148,-0.19094
8.15,-0.190855
8.152,-0.190769
8.154,-0.190684
8.156,-0.190598
8.158,-0.190513
8.16,-0.190427
8.162,-0.190341
8.164,-0.190255
8.166,-0.190169
8.168,-0.190083
8.17,-0.189996
8.172,-0.18991
8.174,-0.189823
8.176,-0.189737
8.178,-0.18965
8.18,-0.189563
8.182,-0.189476
8.184,-0.189389
8.186,-0.189301
8.188,-0.189214
8.19,-0.189127
8.192,-0.189039
8.194,-0.188951
8.196,-0.188864
8.198,-0.188776
8.2,-0.188688
8.202,-0.188599
8.204,-0.188511
8.206,-0.188423
8.208,-0.188335
8.21,-0.188246
8.212,-0.188157
8.214,-0.188069
8.216,-0.18798
8.218,-0.187891
8.22,-0.187802
8.222,-0.187713
8.224,-0.187623
8.226,-0.187534
8.228,-0.187445
8.23,-0.187355
8.232,-0.187265
8.234,-0.187176
8.236,-0.187086
8.238,-0.186996
8.24,-0.186906
8.242,-0.186816
8.244,-0.186726
8.246,-0.186635
8.248,-0.186545
8.25,-0.186454
8.252,-0.186364
8.254,-0.186273
8.256,-0.186182
8.258,-0.186091
8.26,-0.186
8.262,-0.185909
8.264,-0.185818
8.266,-0.185727
8.268,-0.185636
8.27,-0.185544
8.272,-0.185453
8.274,-0.185361
8.276,-0.185269
8.278,-0.185178
8.28,-0.185086
8.282,-0.184994
8.284,-0.184902
8.286,-0.18481
8.288,-0.184717
8.29,-0.184625
8.292,-0.184533
8.294,-0.18444
8.296,-0.184348
8.298,-0.184255
8.3,-0.184162
8.302,-0.184069
8.304,-0.183977
8.306,-0.183884
8.308,-0.183791
8.31,-0.183697
8.312,-0.183604
8.314,-0.183511
8.316,-0.183418
8.318,-0.183324
8.32,-0.183231
8.322,-0.183137
8.324,-0.183043
8.326,-0.182949
8.328,-0.182856
8.33,-0.182762
8.332,-0.182668
8.334,-0.182574
8.336,-0.182479
8.338,-0.182385
8.34,-0.182291
8.342,-0.182197
8.344,-0.182102
8.346,-0.182008
8.348,-0.181913
8.35,-0.181818
8.352,-0.181723
8.354,-0.181629
8.356,-0.181534
8.358,-0.181439
8.36,-0.181344
8.362,-0.181249
8.364,-0.181153
8.366,-0.181058
8.368,-0.180963
8.37,-0.180867
8.372,-0.180772
8.374,-0.180676
8.376,-0.180581
8.378,-0.180485
8.38,-0.180389
8.382,-0.180293
8.384,-0.180198
8.386,-0.180102
8.388,-0.180006
8.39,-0.17991
8.392,-0.179813
8.394,-0.179717
8.396,-0.179621
8.398,-0.179525
8.4,-0.179428
8.402,-0.179332
8.404,-0.179235
8.406,-0.179138
8.408,-0.179042
8.41,-0.178945
8.412,-0.178848
8.414,-0.178751
8.416,-0.178654
8.418,-0.178557
8.42,-0.17846
8.422,-0.178363
8.424,-0.178266
8.426,-0.178169
8.428,-0.178072
8.43,-0.177974
8.432,-0.177877
8.434,-0.177779
8.436,-0.177682
8.438,-0.177584
8.44,-0.177486
8.442,-0.177389
8.444,-0.177291
8.446,-0.177193
8.448,-0.177095
8.45,-0.176997
8.452,-0.176899
8.454,-0.176801
8.456,-0.176703
8.458,-0.176605
8.46,-0.176507
8.462,-0.176408
8.464,-0.17631
8.466,-0.176212
8.468,-0.176113
8.47,-0.176015
8.472,-0.175916
8.474,-0.175818
8.476,-0.175719
8.478,-0.17562
8.48,-0.175521
8.482,-0.175423
8.484,-0.175324
8.486,-0.175225
8.488,-0.175126
8.49,-0.175027
8.492,-0.174928
8.494,-0.174829
8.496,-0.174729
8.498,-0.17463
8.5,-0.174531
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=14.0
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
6.5,-0.242495
6.502,-0.242483
6.504,-0.242471
6.506,-0.242459
6.508,-0.242447
6.51,-0.242434
6.512,-0.242422
6.514,-0.242409
6.516,-0.242397
6.518,-0.242384
6.52,-0.242371
6.522,-0.242359
6.524,-0.242346
6.526,-0.242333
6.528,-0.24232
6.53,-0.242307
6.532,-0.242293
6.534,-0.24228
6.536,-0.242267
6.538,-0.242253
6.54,-0.24224
6.542,-0.242226
6.544,-0.242213
6.546,-0.242199
6.548,-0.242185
6.55,-0.242171
6.552,-0.242157
6.554,-0.242143
6.556,-0.242129
6.558,-0.242115
6.56,-0.242101
6.562,-0.242086
6.564,-0.242072
6.566,-0.242058
6.568,-0.242043
6.57,-0.242028
6.572,-0.242014
6.574,-0.241999
6.576,-0.241984
6.578,-0.241969
6.58,-0.241954
6.582,-0.241939
6.584,-0.241924
6.586,-0.241909
6.588,-0.241894
6.59,-0.241878
6.592,-0.241863
6.594,-0.241847
6.596,-0.241832
6.598,-0.241816
6.6,-0.241801
6.602,-0.241785
6.604,-0.241769
6.606,-0.241753
6.608,-0.241737
6.61,-0.241721
6.612,-0.241705
6.614,-0.241689
6.616,-0.241673
6.618,-0.241656
6.62,-0.24164
6.622,-0.241624
6.624,-0.241607
6.626,-0.241591
6.628,-0.241574
6.63,-0.241557
6.632,-0.241541
6.634,-0.241524
6.636,-0.241507
6.638,-0.24149
6.64,-0.241473
6.642,-0.241456
6.644,-0.241439
6.646,-0.241422
6.648,-0.241405
6.65,-0.241387
6.652,-0.24137
6.654,-0.241352
6.656,-0.241335
6.658,-0.241317
6.66,-0.2413
6.662,-0.241282
6.664,-0.241265
6.666,-0.241247
6.668,-0.241229
6.67,-0.241211
6.672,-0.241193
6.674,-0.241175
6.676,-0.241157
6.678,-0.241139
6.68,-0.241121
6.682,-0.241103
6.684,-0.241085
6.686,-0.241066
6.688,-0.241048
6.69,-0.24103
6.692,-0.241011
6.694,-0.240993
6.696,-0.240974
6.698,-0.240955
6.7,-0.240937
6.702,-0.240918
6.704,-0.240899
6.706,-0.240881
6.708,-0.240862
6.71,-0.240843
6.712,-0.240824
6.714,-0.240805
6.716,-0.240786
6.718,-0.240767
6.72,-0.240748
6.722,-0.240729
6.724,-0.240709
6.726,-0.24069
6.728,-0.240671
6.73,-0.240652
6.732,-0.240632
6.734,-0.240613
6.736,-0.240593
6.738,-0.240574
6.74,-0.240554
6.742,-0.240535
6.744,-0.240515
6.746,-0.240496
6.748,-0.240476
6.75,-0.240456
6.752,-0.240437
6.754,-0.240417
6.756,-0.240397
6.758,-0.240377
6.76,-0.240358
6.762,-0.240338
6.764,-0.240318
6.766,-0.240298
6.768,-0.240278
6.77,-0.240258
6.772,-0.240238
6.774,-0.240218
6.776,-0.240198
6.778,-0.240178
6.78,-0.240158
6.782,-0.240138
6.784,-0.240118
6.786,-0.240097
6.788,-0.240077
6.79,-0.240057
6.792,-0.240037
6.794,-0.240017
6.796,-0.239996
6.798,-0.239976
6.8,-0.239956
6.802,-0.239936
6.804,-0.239915
6.806,-0.239895
6.808,-0.239875
6.81,-0.239854
6.812,-0.239834
6.814,-0.239814
6.816,-0.239793
6.818,-0.239773
6.82,-0.239753
6.822,-0.239732
6.824,-0.239712
6.826,-0.239692
6.828,-0.239671
6.83,-0.239651
6.832,-0.239631
6.834,-0.23961
6.836,-0.23959
6.838,-0.23957
6.84,-0.239549
6.842,-0.239529
6.844,-0.239509
6.846,-0.239488
6.848,-0.239468
6.85,-0.239448
6.852,-0.239428
6.854,-0.239407
6.856,-0.239387
6.858,-0.239367
6.86,-0.239347
6.862,-0.239327
6.864,-0.239307
6.866,-0.239286
6.868,-0.239266
6.87,-0.239246
6.872,-0.239226
6.874,-0.239206
6.876,-0.239186
6.878,-0.239166
6.88,-0.239147
6.882,-0.239127
6.884,-0.239107
6.886,-0.239087
6.888,-0.239067
6.89,-0.239048
6.892,-0.239028
6.894,-0.239009
6.896,-0.238989
6.898,-0.23897
6.9,-0.23895
6.902,-0.238931
6.904,-0.238911
6.906,-0.238892
6.908,-0.238873
6.91,-0.238854
6.912,-0.238835
6.914,-0.238816
6.916,-0.238797
6.918,-0.238778
6.92,-0.238759
6.922,-0.238741
6.924,-0.238722
6.926,-0.238703
6.928,-0.238685
6.93,-0.238667
6.932,-0.238648
6.934,-0.23863
6.936,-0.238612
6.938,-0.238594
6.94,-0.238576
6.942,-0.238558
6.944,-0.23854
6.946,-0.238523
6.948,-0.238505
6.95,-0.238488
6.952,-0.238471
6.954,-0.238454
6.956,-0.238436
6.958,-0.23842
6.96,-0.238403
6.962,-0.238386
6.964,-0.238369
6.966,-0.238353
6.968,-0.238337
6.97,-0.238321
6.972,-0.238305
6.974,-0.238289
6.976,-0.238273
6.978,-0.238258
6.98,-0.238242
6.982,-0.238227
6.984,-0.238212
6.986,-0.238197
6.988,-0.238182
6.99,-0.238168
6.992,-0.238153
6.994,-0.238139
6.996,-0.238125
6.998,-0.238111
7,-0.238098
7.002,-0.238084
7.004,-0.238071
7.006,-0.238058
7.008,-0.238045
7.01,-0.238033
7.012,-0.23802
7.014,-0.238008
7.016,-0.237996
7.018,-0.237985
7.02,-0.237973
7.022,-0.237962
7.024,-0.237951
7.026,-0.23794
7.028,-0.23793
7.03,-0.23792
7.032,-0.23791
7.034,-0.2379
7.036,-0.237891
7.038,-0.237882
7.04,-0.237873
7.042,-0.237865
7.044,-0.237857
7.046,-0.237849
7.048,-0.237841
7.05,-0.237834
7.052,-0.237827
7.054,-0.237821
7.056,-0.237815
7.058,-0.237809
7.06,-0.237804
7.062,-0.237799
7.064,-0.237794
7.066,-0.23779
7.068,-0.237786
7.07,-0.237783
7.072,-0.23778
7.074,-0.237777
7.076,-0.237775
7.078,-0.237773
7.08,-0.237772
7.082,-0.237771
7.084,-0.23777
7.086,-0.237771
7.088,-0.237771
7.09,-0.237772
7.092,-0.237774
7.094,-0.237776
7.096,-0.237779
7.098,-0.237782
7.1,-0.237785
7.102,-0.23779
7.104,-0.237795
7.106,-0.2378
7.108,-0.237806
7.11,-0.237813
7.112,-0.23782
7.114,-0.237828
7.116,-0.237837
7.118,-0.237846
7.12,-0.237856
7.122,-0.237867
7.124,-0.237878
7.126,-0.23789
7.128,-0.237903
7.13,-0.237917
7.132,-0.237931
7.134,-0.237946
7.136,-0.237962
7.138,-0.237979
7.14,-0.237997
7.142,-0.238015
7.144,-0.238035
7.146,-0.238055
7.148,-0.238077
7.15,-0.238099
7.152,-0.238122
7.154,-0.238146
7.156,-0.238172
7.158,-0.238198
7.16,-0.238225
7.162,-0.238254
7.164,-0.238283
7.166,-0.238314
7.168,-0.238346
7.17,-0.238379
7.172,-0.238414
7.174,-0.238449
7.176,-0.238486
7.178,-0.238525
7.18,-0.238564
7.182,-0.238605
7.184,-0.238648
7.186,-0.238692
7.188,-0.238737
7.19,-0.238784
7.192,-0.238833
7.194,-0.238883
7.196,-0.238935
7.198,-0.238988
7.2,-0.239044
7.202,-0.239101
7.204,-0.23916
7.206,-0.239221
7.208,-0.239284
7.21,-0.239348
7.212,-0.239415
7.214,-0.239484
7.216,-0.239555
7.218,-0.239629
7.22,-0.239705
7.222,-0.239783
7.224,-0.239863
7.226,-0.239946
7.228,-0.240032
7.23,-0.24012
7.232,-0.240211
7.234,-0.240304
7.236,-0.240401
7.238,-0.240501
7.24,-0.240603
7.242,-0.240709
7.244,-0.240818
7.246,-0.24093
7.248,-0.241046
7.25,-0.241166
7.252,-0.241289
7.254,-0.241416
7.256,-0.241547
7.258,-0.241681
7.26,-0.24182
7.262,-0.241964
7.264,-0.242112
7.266,-0.242264
7.268,-0.242421
7.27,-0.242583
7.272,-0.242751
7.274,-0.242923
7.276,-0.243101
7.278,-0.243285
7.28,-0.243475
7.282,-0.24367
7.284,-0.243872
7.286,-0.244081
7.288,-0.244296
7.29,-0.244519
7.292,-0.244748
7.294,-0.244986
7.296,-0.245231
7.298,-0.245484
7.3,-0.245747
7.302,-0.246018
7.30208,-0.246028
7.304,-0.246298
7.306,-0.246588
7.30606,-0.246597
7.308,-0.246888
7.30995,-0.247191
7.31,-0.247198
7.312,-0.24752
7.31376,-0.247812
7.314,-0.247853
7.316,-0.248198
7.31747,-0.24846
7.318,-0.248555
7.32,-0.248926
7.3211,-0.249136
7.322,-0.24931
7.324,-0.249708
7.32465,-0.249841
7.326,-0.250122
7.328,-0.250551
7.32812,-0.250576
7.33,-0.250997
7.3315,-0.251343
7.332,-0.251459
7.334,-0.25194
7.33481,-0.252141
7.336,-0.25244
7.338,-0.252961
7.33805,-0.252973
7.34,-0.253502
7.3412,-0.253838
7.342,-0.254065
7.344,-0.254652
7.34429,-0.25474
7.346,-0.255264
7.34731,-0.255677
7.348,-0.255901
7.35,-0.256566
7.35026,-0.256653
7.352,-0.25726
7.35313,-0.257668
7.354,-0.257985
7.35595,-0.258723
7.356,-0.258743
7.358,-0.259535
7.3587,-0.25982
7.36,-0.260364
7.36138,-0.260961
7.362,-0.261232
7.364,-0.262142
7.36401,-0.262146
7.366,-0.263096
7.36657,-0.263377
7.368,-0.264096
7.36908,-0.264657
7.37,-0.265148
7.37153,-0.265986
7.372,-0.266252
7.37392,-0.267366
7.374,-0.267414
7.376,-0.268638
7.37626,-0.268799
7.378,-0.269928
7.37854,-0.270288
7.38,-0.271288
7.38077,-0.271833
7.382,-0.272725
7.38295,-0.273437
7.384,-0.274244
7.38508,-0.275102
7.386,-0.275851
7.38716,-0.276829
7.388,-0.277554
7.3892,-0.278622
7.39,-0.27936
7.39118,-0.280482
7.392,-0.281279
7.39313,-0.282412
7.394,-0.283319
7.39502,-0.284414
7.396,-0.285492
7.39688,-0.28649
7.398,-0.28781
7.39869,-0.288643
7.4,-0.290285
7.40046,-0.290876
7.402,-0.292933
7.40219,-0.293191
7.40388,-0.29559
7.404,-0.295771
7.40553,-0.298078
7.406,-0.298817
7.40714,-0.300656
7.408,-0.302093
7.40872,-0.303327
7.41,-0.305622
7.41026,-0.306095
7.41176,-0.308963
7.412,-0.309433
7.41323,-0.311933
7.414,-0.313556
7.41467,-0.315009
7.416,-0.318026
7.41607,-0.318194
7.41744,-0.321491
7.418,-0.322885
7.41878,-0.324904
7.42,-0.328179
7.42009,-0.328436
7.42137,-0.33209
7.422,-0.333963
7.42262,-0.33587
7.42384,-0.33978
7.424,-0.340297
7.42504,-0.343822
7.426,-0.347256
7.4262,-0.348
7.42734,-0.352317
7.428,-0.354924
7.42846,-0.356778
7.42954,-0.361386
7.43,-0.3634
7.43061,-0.366143
7.43164,-0.371053
7.432,-0.372799
7.43266,-0.37612
7.43365,-0.381346
7.434,-0.38326
7.43462,-0.386735
7.43557,-0.39229
7.436,-0.394943
7.43649,-0.398013
7.43739,-0.403908
7.438,-0.408042
7.43828,-0.409976
7.43914,-0.41622
7.43998,-0.422642
7.44,-0.422783
7.44081,-0.429244
7.44161,-0.436028
7.442,-0.439438
7.4424,-0.442994
7.44316,-0.450145
7.44392,-0.457481
7.444,-0.45833
7.44465,-0.465001
7.44537,-0.472707
7.446,-0.479841
7.44607,-0.480597
7.44675,-0.488671
7.44742,-0.496928
7.448,-0.504423
7.44807,-0.505365
7.44871,-0.513982
7.44933,-0.522774
7.44994,-0.531739
7.45,-0.532603
7.45054,-0.540874
7.45112,-0.550173
7.45169,-0.559632
7.452,-0.564987
7.45224,-0.569247
7.45279,-0.57901
7.45332,-0.588915
7.45383,-0.598956
7.454,-0.602247
7.45434,-0.609124
7.45483,-0.619413
7.45532,-0.629812
7.45579,-0.640314
7.456,-0.645088
7.45625,-0.650908
7.4567,-0.661584
7.45714,-0.672333
7.45757,-0.683143
7.45799,-0.694003
7.458,-0.694168
7.4584,-0.704902
7.45881,-0.715828
7.4592,-0.726768
7.45958,-0.737712
7.45996,-0.748647
7.46,-0.749948
7.46032,-0.75956
7.46068,-0.770439
7.46103,-0.781272
7.46137,-0.792048
7.4617,-0.802753
7.462,-0.812414
7.46203,-0.813377
7.46235,-0.823907
7.46266,-0.834334
7.46296,-0.844645
7.46326,-0.85483
7.46355,-0.864881
7.46383,-0.874786
7.464,-0.880639
7.46411,-0.884537
7.46438,-0.894126
7.46465,-0.903545
7.4649,-0.912786
7.46516,-0.921843
7.4654,-0.93071
7.46564,-0.939381
7.46588,-0.947851
7.466,-0.952163
7.46611,-0.956117
7.46634,-0.964175
7.46655,-0.972022
7.46677,-0.979654
7.46698,-0.987072
7.46718,-0.994273
7.46738,-1.00126
7.46758,-1.00802
7.46777,-1.01457
7.46796,-1.02091
7.468,-1.02232
7.46814,-1.02703
7.46832,-1.03293
7.46849,-1.03863
7.46866,-1.04411
7.46883,-1.04939
7.46899,-1.05447
7.46915,-1.05935
7.46931,-1.06404
7.46946,-1.06853
7.46961,-1.07283
7.46975,-1.07696
7.46989,-1.0809
7.47,-1.08384
7.47003,-1.08467
7.47017,-1.08827
7.4703,-1.0917
7.47043,-1.09498
7.47055,-1.0981
7.47068,-1.10107
7.4708,-1.10389
7.47091,-1.10657
7.47103,-1.10912
7.47114,-1.11153
7.47125,-1.11382
7.47136,-1.11598
7.47146,-1.11803
7.47156,-1.11997
7.47166,-1.1218
7.47176,-1.12352
7.47186,-1.12514
7.47195,-1.12667
7.472,-1.12746
7.47204,-1.1281
7.47213,-1.12945
7.47222,-1.13071
7.4723,-1.13189
7.47239,-1.133
7.47247,-1.13403
7.47255,-1.13499
7.47262,-1.13589
7.4727,-1.13672
7.47277,-1.13749
7.47284,-1.13821
7.47292,-1.13886
7.47298,-1.13947
7.47305,-1.14003
7.47312,-1.14054
7.47318,-1.14101
7.47324,-1.14143
7.47331,-1.14182
7.47337,-1.14216
7.47342,-1.14247
7.47348,-1.14275
7.47354,-1.143
7.47359,-1.14321
7.47365,-1.1434
7.4737,-1.14356
7.47375,-1.14369
7.4738,-1.14381
7.47385,-1.14389
7.4739,-1.14396
7.47394,-1.14401
7.47399,-1.14404
7.474,-1.14405
7.47403,-1.14405
7.47407,-1.14405
7.47412,-1.14403
7.47416,-1.144
7.4742,-1.14396
7.47424,-1.1439
7.47428,-1.14383
7.47431,-1.14375
7.47435,-1.14366
7.47439,-1.14356
7.47442,-1.14346
7.47446,-1.14334
7.47449,-1.14322
7.47452,-1.14309
7.47456,-1.14296
7.47459,-1.14282
7.47462,-1.14268
7.47465,-1.14253
7.47468,-1.14238
7.47471,-1.14222
7.47473,-1.14207
7.47476,-1.1419
7.47479,-1.14174
7.47481,-1.14158
7.47484,-1.14141
7.47486,-1.14124
7.47489,-1.14107
7.47491,-1.1409
7.47494,-1.14073
7.47496,-1.14056
7.47498,-1.14038
7.475,-1.14021
7.47502,-1.14004
7.47504,-1.13987
7.47506,-1.1397
7.47508,-1.13953
7.4751,-1.13936
7.47512,-1.13919
7.47514,-1.13902
7.47516,-1.13885
7.47518,-1.13869
7.47519,-1.13852
7.47521,-1.13836
7.47523,-1.1382
7.47524,-1.13804
7.47526,-1.13788
7.47527,-1.13772
7.47529,-1.13757
7.4753,-1.13741
7.47532,-1.13726
7.47533,-1.13711
7.47534,-1.13696
7.47536,-1.13682
7.47537,-1.13667
7.47538,-1.13653
7.4754,-1.13639
7.47541,-1.13625
7.47542,-1.13612
7.47543,-1.13598
7.47544,-1.13585
7.47545,-1.13572
7.47546,-1.13559
7.47547,-1.13546
7.47548,-1.13534
7.47549,-1.13522
7.4755,-1.1351
7.47551,-1.13498
7.47552,-1.13486
7.47553,-1.13475
7.47554,-1.13463
7.47555,-1.13452
7.47556,-1.13442
7.47557,-1.13431
7.47558,-1.1342
7.47558,-1.1341
7.47559,-1.134
