# Frequenza (Hz)	S11 (dB)
4.037357e+09	-8.729435e-01
4.037477e+09	-8.732917e-01
4.037598e+09	-8.697281e-01
4.037718e+09	-8.733018e-01
4.037838e+09	-8.793042e-01
4.037958e+09	-8.776814e-01
4.038078e+09	-8.814152e-01
4.038198e+09	-8.730680e-01
4.038318e+09	-8.713897e-01
4.038438e+09	-8.853398e-01
4.038559e+09	-8.772843e-01
4.038679e+09	-8.799054e-01
4.038799e+09	-8.706826e-01
4.038919e+09	-8.834764e-01
4.039039e+09	-8.728766e-01
4.039159e+09	-8.779420e-01
4.039279e+09	-8.768821e-01
4.039399e+09	-8.799061e-01
4.039520e+09	-8.734998e-01
4.039640e+09	-8.732187e-01
4.039760e+09	-8.801681e-01
4.039880e+09	-8.726867e-01
4.040000e+09	-8.726469e-01
4.040120e+09	-8.695201e-01
4.040240e+09	-8.751165e-01
4.040360e+09	-8.848446e-01
4.040480e+09	-8.795002e-01
4.040601e+09	-8.807676e-01
4.040721e+09	-8.801312e-01
4.040841e+09	-8.778678e-01
4.040961e+09	-8.801282e-01
4.041081e+09	-8.693646e-01
4.041201e+09	-8.791958e-01
4.041321e+09	-8.856659e-01
4.041441e+09	-8.758237e-01
4.041562e+09	-8.734951e-01
4.041682e+09	-8.797852e-01
4.041802e+09	-8.685737e-01
4.041922e+09	-8.766014e-01
4.042042e+09	-8.797646e-01
4.042162e+09	-8.827361e-01
4.042282e+09	-8.777247e-01
4.042402e+09	-8.868915e-01
4.042523e+09	-8.841943e-01
4.042643e+09	-8.816708e-01
4.042763e+09	-8.804504e-01
4.042883e+09	-8.749620e-01
4.043003e+09	-8.836840e-01
4.043123e+09	-8.783177e-01
4.043243e+09	-8.763219e-01
4.043363e+09	-8.707534e-01
4.043483e+09	-8.854348e-01
4.043604e+09	-8.863228e-01
4.043724e+09	-8.709588e-01
4.043844e+09	-8.847224e-01
4.043964e+09	-8.737659e-01
4.044084e+09	-8.770738e-01
4.044204e+09	-8.725671e-01
4.044324e+09	-8.794024e-01
4.044444e+09	-8.804782e-01
4.044565e+09	-8.775612e-01
4.044685e+09	-8.879519e-01
4.044805e+09	-8.805773e-01
4.044925e+09	-8.758589e-01
4.045045e+09	-8.902948e-01
4.045165e+09	-8.703876e-01
4.045285e+09	-8.898106e-01
4.045405e+09	-8.684899e-01
4.045526e+09	-8.758396e-01
4.045646e+09	-8.833362e-01
4.045766e+09	-8.851862e-01
4.045886e+09	-8.837704e-01
4.046006e+09	-8.871078e-01
4.046126e+09	-8.753939e-01
4.046246e+09	-8.859225e-01
4.046366e+09	-8.793304e-01
4.046486e+09	-8.858918e-01
4.046607e+09	-8.832233e-01
4.046727e+09	-8.709060e-01
4.046847e+09	-8.893515e-01
4.046967e+09	-8.948888e-01
4.047087e+09	-8.902359e-01
4.047207e+09	-8.807979e-01
4.047327e+09	-8.752866e-01
4.047447e+09	-8.897207e-01
4.047568e+09	-8.851920e-01
4.047688e+09	-8.835552e-01
4.047808e+09	-8.823097e-01
4.047928e+09	-8.753871e-01
4.048048e+09	-8.895644e-01
4.048168e+09	-8.835091e-01
4.048288e+09	-8.863256e-01
4.048408e+09	-8.861470e-01
4.048529e+09	-8.797172e-01
4.048649e+09	-8.925521e-01
4.048769e+09	-8.962236e-01
4.048889e+09	-8.863542e-01
4.049009e+09	-8.969525e-01
4.049129e+09	-8.905604e-01
4.049249e+09	-8.784352e-01
4.049369e+09	-8.963285e-01
4.049489e+09	-8.835614e-01
4.049610e+09	-8.777162e-01
4.049730e+09	-8.889995e-01
4.049850e+09	-8.945894e-01
4.049970e+09	-8.850837e-01
4.050090e+09	-8.814234e-01
4.050210e+09	-8.855817e-01
4.050330e+09	-8.840926e-01
4.050450e+09	-8.881733e-01
4.050571e+09	-8.718546e-01
4.050691e+09	-8.870836e-01
4.050811e+09	-8.954806e-01
4.050931e+09	-8.858505e-01
4.051051e+09	-8.907257e-01
4.051171e+09	-8.825670e-01
4.051291e+09	-8.913137e-01
4.051411e+09	-9.021476e-01
4.051532e+09	-8.923669e-01
4.051652e+09	-9.065892e-01
4.051772e+09	-8.976357e-01
4.051892e+09	-8.925536e-01
4.052012e+09	-8.954461e-01
4.052132e+09	-8.855199e-01
4.052252e+09	-8.975668e-01
4.052372e+09	-8.951164e-01
4.052492e+09	-8.864502e-01
4.052613e+09	-8.979490e-01
4.052733e+09	-8.923710e-01
4.052853e+09	-8.967336e-01
4.052973e+09	-8.899218e-01
4.053093e+09	-8.905192e-01
4.053213e+09	-8.961172e-01
4.053333e+09	-8.983034e-01
4.053453e+09	-9.046797e-01
4.053574e+09	-9.040364e-01
4.053694e+09	-8.828513e-01
4.053814e+09	-8.970870e-01
4.053934e+09	-8.943227e-01
4.054054e+09	-8.833221e-01
4.054174e+09	-9.012003e-01
4.054294e+09	-9.031126e-01
4.054414e+09	-8.860402e-01
4.054535e+09	-9.016161e-01
4.054655e+09	-9.033716e-01
4.054775e+09	-8.974273e-01
4.054895e+09	-8.918102e-01
4.055015e+09	-9.032575e-01
4.055135e+09	-8.945591e-01
4.055255e+09	-8.986492e-01
4.055375e+09	-9.002595e-01
4.055495e+09	-8.958507e-01
4.055616e+09	-8.979134e-01
4.055736e+09	-8.985959e-01
4.055856e+09	-9.032086e-01
4.055976e+09	-9.043634e-01
4.056096e+09	-9.009684e-01
4.056216e+09	-9.038236e-01
4.056336e+09	-9.059177e-01
4.056456e+09	-8.997262e-01
4.056577e+09	-9.011221e-01
4.056697e+09	-9.037359e-01
4.056817e+09	-9.053607e-01
4.056937e+09	-9.001395e-01
4.057057e+09	-8.931549e-01
4.057177e+09	-9.025635e-01
4.057297e+09	-8.985507e-01
4.057417e+09	-9.020544e-01
4.057538e+09	-8.983607e-01
4.057658e+09	-9.029474e-01
4.057778e+09	-9.050824e-01
4.057898e+09	-9.027181e-01
4.058018e+09	-9.123824e-01
4.058138e+09	-9.076371e-01
4.058258e+09	-9.051114e-01
4.058378e+09	-9.058155e-01
4.058498e+09	-9.047755e-01
4.058619e+09	-8.885350e-01
4.058739e+09	-8.831229e-01
4.058859e+09	-9.102307e-01
4.058979e+09	-9.052009e-01
4.059099e+09	-9.132414e-01
4.059219e+09	-9.074296e-01
4.059339e+09	-9.031165e-01
4.059459e+09	-9.166675e-01
4.059580e+09	-9.088580e-01
4.059700e+09	-9.087553e-01
4.059820e+09	-9.029284e-01
4.059940e+09	-9.139136e-01
4.060060e+09	-9.016429e-01
4.060180e+09	-9.072993e-01
4.060300e+09	-8.887824e-01
4.060420e+09	-9.042304e-01
4.060541e+09	-8.988649e-01
4.060661e+09	-9.030500e-01
4.060781e+09	-9.070025e-01
4.060901e+09	-9.036501e-01
4.061021e+09	-8.972270e-01
4.061141e+09	-8.966234e-01
4.061261e+09	-9.100909e-01
4.061381e+09	-9.041488e-01
4.061502e+09	-8.822966e-01
4.061622e+09	-8.867526e-01
4.061742e+09	-8.815516e-01
4.061862e+09	-9.040073e-01
4.061982e+09	-8.933903e-01
4.062102e+09	-8.905068e-01
4.062222e+09	-8.923821e-01
4.062342e+09	-9.032903e-01
4.062462e+09	-8.890369e-01
4.062583e+09	-9.041853e-01
4.062703e+09	-8.972853e-01
4.062823e+09	-8.929709e-01
4.062943e+09	-8.937982e-01
4.063063e+09	-8.949638e-01
4.063183e+09	-9.002176e-01
4.063303e+09	-8.977180e-01
4.063423e+09	-8.890304e-01
4.063544e+09	-8.710697e-01
4.063664e+09	-9.009219e-01
4.063784e+09	-8.810684e-01
4.063904e+09	-8.895441e-01
4.064024e+09	-9.012565e-01
4.064144e+09	-9.035715e-01
4.064264e+09	-8.970524e-01
4.064384e+09	-8.988168e-01
4.064505e+09	-8.941786e-01
4.064625e+09	-8.914391e-01
4.064745e+09	-8.855907e-01
4.064865e+09	-8.877979e-01
4.064985e+09	-8.841817e-01
4.065105e+09	-8.926747e-01
4.065225e+09	-8.939447e-01
4.065345e+09	-8.890665e-01
4.065465e+09	-8.925569e-01
4.065586e+09	-8.880824e-01
4.065706e+09	-9.092116e-01
4.065826e+09	-8.887451e-01
4.065946e+09	-8.845061e-01
4.066066e+09	-8.873859e-01
4.066186e+09	-9.027081e-01
4.066306e+09	-8.859085e-01
4.066426e+09	-8.910398e-01
4.066547e+09	-8.793770e-01
4.066667e+09	-8.792007e-01
4.066787e+09	-8.915559e-01
4.066907e+09	-8.794399e-01
4.067027e+09	-8.874895e-01
4.067147e+09	-8.853612e-01
4.067267e+09	-8.938284e-01
4.067387e+09	-8.950808e-01
4.067508e+09	-9.054632e-01
4.067628e+09	-8.992644e-01
4.067748e+09	-8.697911e-01
4.067868e+09	-9.016914e-01
4.067988e+09	-8.787077e-01
4.068108e+09	-8.863553e-01
4.068228e+09	-8.803059e-01
4.068348e+09	-8.748592e-01
4.068468e+09	-8.818997e-01
4.068589e+09	-8.910602e-01
4.068709e+09	-8.898431e-01
4.068829e+09	-8.815024e-01
4.068949e+09	-8.686460e-01
4.069069e+09	-8.791117e-01
4.069189e+09	-8.865517e-01
4.069309e+09	-8.856545e-01
4.069429e+09	-8.782702e-01
4.069550e+09	-8.911399e-01
4.069670e+09	-8.668527e-01
4.069790e+09	-8.907352e-01
4.069910e+09	-8.686207e-01
4.070030e+09	-8.896282e-01
4.070150e+09	-8.835784e-01
4.070270e+09	-8.705084e-01
4.070390e+09	-8.773604e-01
4.070511e+09	-8.939437e-01
4.070631e+09	-8.763001e-01
4.070751e+09	-8.850356e-01
4.070871e+09	-8.712448e-01
4.070991e+09	-8.853329e-01
4.071111e+09	-8.839712e-01
4.071231e+09	-8.735796e-01
4.071351e+09	-8.935903e-01
4.071471e+09	-8.883510e-01
4.071592e+09	-8.750154e-01
4.071712e+09	-8.804387e-01
4.071832e+09	-8.901214e-01
4.071952e+09	-8.726404e-01
4.072072e+09	-8.877601e-01
4.072192e+09	-8.775303e-01
4.072312e+09	-8.892019e-01
4.072432e+09	-8.615461e-01
4.072553e+09	-8.879482e-01
4.072673e+09	-8.732500e-01
4.072793e+09	-8.908121e-01
4.072913e+09	-8.753700e-01
4.073033e+09	-8.807491e-01
4.073153e+09	-8.930183e-01
4.073273e+09	-8.898147e-01
4.073393e+09	-8.859183e-01
4.073514e+09	-8.772789e-01
4.073634e+09	-8.839004e-01
4.073754e+09	-8.655531e-01
4.073874e+09	-8.854823e-01
4.073994e+09	-8.890826e-01
4.074114e+09	-8.811855e-01
4.074234e+09	-8.738312e-01
4.074354e+09	-8.786504e-01
4.074474e+09	-8.730078e-01
4.074595e+09	-8.683734e-01
4.074715e+09	-8.809118e-01
4.074835e+09	-8.701325e-01
4.074955e+09	-8.759269e-01
4.075075e+09	-8.867920e-01
4.075195e+09	-8.826372e-01
4.075315e+09	-8.760667e-01
4.075435e+09	-8.776812e-01
4.075556e+09	-8.715586e-01
4.075676e+09	-8.779368e-01
4.075796e+09	-8.735280e-01
4.075916e+09	-8.770860e-01
4.076036e+09	-8.862640e-01
4.076156e+09	-8.767647e-01
4.076276e+09	-8.870049e-01
4.076396e+09	-8.911140e-01
4.076517e+09	-8.593686e-01
4.076637e+09	-8.689760e-01
4.076757e+09	-8.745597e-01
4.076877e+09	-8.761852e-01
4.076997e+09	-8.746350e-01
4.077117e+09	-8.791686e-01
4.077237e+09	-8.791449e-01
4.077357e+09	-8.838411e-01
4.077477e+09	-8.682957e-01
4.077598e+09	-8.712962e-01
4.077718e+09	-8.779687e-01
4.077838e+09	-8.747448e-01
4.077958e+09	-8.780971e-01
4.078078e+09	-8.679205e-01
4.078198e+09	-8.715513e-01
4.078318e+09	-8.849733e-01
4.078438e+09	-8.680506e-01
4.078559e+09	-8.868300e-01
4.078679e+09	-8.809350e-01
4.078799e+09	-8.692652e-01
4.078919e+09	-8.744640e-01
4.079039e+09	-8.765972e-01
4.079159e+09	-8.648640e-01
4.079279e+09	-8.794674e-01
4.079399e+09	-8.879286e-01
4.079520e+09	-8.814300e-01
4.079640e+09	-8.808687e-01
4.079760e+09	-8.696727e-01
4.079880e+09	-8.899042e-01
4.080000e+09	-8.571944e-01
4.080120e+09	-8.672854e-01
4.080240e+09	-8.644476e-01
4.080360e+09	-8.688083e-01
4.080480e+09	-8.743049e-01
4.080601e+09	-8.675567e-01
4.080721e+09	-8.665454e-01
4.080841e+09	-8.645768e-01
4.080961e+09	-8.736874e-01
4.081081e+09	-8.634010e-01
4.081201e+09	-8.732170e-01
4.081321e+09	-8.890808e-01
4.081441e+09	-8.775676e-01
4.081562e+09	-8.704851e-01
4.081682e+09	-8.662366e-01
4.081802e+09	-8.852581e-01
4.081922e+09	-8.606114e-01
4.082042e+09	-8.800271e-01
4.082162e+09	-8.692290e-01
4.082282e+09	-8.642577e-01
4.082402e+09	-8.687238e-01
4.082523e+09	-8.740575e-01
4.082643e+09	-8.644147e-01
4.082763e+09	-8.741319e-01
4.082883e+09	-8.684885e-01
4.083003e+09	-8.664292e-01
4.083123e+09	-8.711138e-01
4.083243e+09	-8.646007e-01
4.083363e+09	-8.581151e-01
4.083483e+09	-8.761145e-01
4.083604e+09	-8.609304e-01
4.083724e+09	-8.754831e-01
4.083844e+09	-8.693585e-01
4.083964e+09	-8.631319e-01
4.084084e+09	-8.806524e-01
4.084204e+09	-8.696041e-01
4.084324e+09	-8.708291e-01
4.084444e+09	-8.688193e-01
4.084565e+09	-8.674142e-01
4.084685e+09	-8.756578e-01
4.084805e+09	-8.567745e-01
4.084925e+09	-8.675628e-01
4.085045e+09	-8.679239e-01
4.085165e+09	-8.659318e-01
4.085285e+09	-8.697278e-01
4.085405e+09	-8.609247e-01
4.085526e+09	-8.563665e-01
4.085646e+09	-8.701136e-01
4.085766e+09	-8.632793e-01
4.085886e+09	-8.735505e-01
4.086006e+09	-8.665888e-01
4.086126e+09	-8.873785e-01
4.086246e+09	-8.574985e-01
4.086366e+09	-8.570177e-01
4.086486e+09	-8.750274e-01
4.086607e+09	-8.745852e-01
4.086727e+09	-8.703721e-01
4.086847e+09	-8.700975e-01
4.086967e+09	-8.637999e-01
4.087087e+09	-8.618837e-01
4.087207e+09	-8.671309e-01
4.087327e+09	-8.583071e-01
4.087447e+09	-8.714963e-01
4.087568e+09	-8.618194e-01
4.087688e+09	-8.624916e-01
4.087808e+09	-8.562401e-01
4.087928e+09	-8.586655e-01
4.088048e+09	-8.598214e-01
4.088168e+09	-8.637554e-01
4.088288e+09	-8.597378e-01
4.088408e+09	-8.667343e-01
4.088529e+09	-8.646658e-01
4.088649e+09	-8.612442e-01
4.088769e+09	-8.659324e-01
4.088889e+09	-8.554412e-01
4.089009e+09	-8.664500e-01
4.089129e+09	-8.712799e-01
4.089249e+09	-8.522201e-01
4.089369e+09	-8.596886e-01
4.089489e+09	-8.679340e-01
4.089610e+09	-8.583185e-01
4.089730e+09	-8.597535e-01
4.089850e+09	-8.561774e-01
4.089970e+09	-8.591331e-01
4.090090e+09	-8.634390e-01
4.090210e+09	-8.681350e-01
4.090330e+09	-8.506360e-01
4.090450e+09	-8.509381e-01
4.090571e+09	-8.606764e-01
4.090691e+09	-8.546075e-01
4.090811e+09	-8.663512e-01
4.090931e+09	-8.620933e-01
4.091051e+09	-8.582724e-01
4.091171e+09	-8.594961e-01
4.091291e+09	-8.599930e-01
4.091411e+09	-8.564691e-01
4.091532e+09	-8.600885e-01
4.091652e+09	-8.734974e-01
4.091772e+09	-8.651533e-01
4.091892e+09	-8.667909e-01
4.092012e+09	-8.669398e-01
4.092132e+09	-8.621508e-01
4.092252e+09	-8.620743e-01
4.092372e+09	-8.637193e-01
4.092492e+09	-8.517057e-01
4.092613e+09	-8.593085e-01
4.092733e+09	-8.625935e-01
4.092853e+09	-8.596183e-01
4.092973e+09	-8.626046e-01
4.093093e+09	-8.531762e-01
4.093213e+09	-8.521774e-01
4.093333e+09	-8.562341e-01
4.093453e+09	-8.616877e-01
4.093574e+09	-8.558088e-01
4.093694e+09	-8.483559e-01
4.093814e+09	-8.621437e-01
4.093934e+09	-8.575180e-01
4.094054e+09	-8.717888e-01
4.094174e+09	-8.492475e-01
4.094294e+09	-8.599986e-01
4.094414e+09	-8.566686e-01
4.094535e+09	-8.617607e-01
4.094655e+09	-8.521043e-01
4.094775e+09	-8.550293e-01
4.094895e+09	-8.627554e-01
4.095015e+09	-8.593737e-01
4.095135e+09	-8.518060e-01
4.095255e+09	-8.552775e-01
4.095375e+09	-8.534460e-01
4.095495e+09	-8.678615e-01
4.095616e+09	-8.508407e-01
4.095736e+09	-8.645290e-01
4.095856e+09	-8.477064e-01
4.095976e+09	-8.519404e-01
4.096096e+09	-8.489045e-01
4.096216e+09	-8.558723e-01
4.096336e+09	-8.591047e-01
4.096456e+09	-8.528306e-01
4.096577e+09	-8.552450e-01
4.096697e+09	-8.540651e-01
4.096817e+09	-8.459514e-01
4.096937e+09	-8.543211e-01
4.097057e+09	-8.477595e-01
4.097177e+09	-8.630190e-01
4.097297e+09	-8.491963e-01
4.097417e+09	-8.553118e-01
4.097538e+09	-8.643882e-01
4.097658e+09	-8.514050e-01
4.097778e+09	-8.490394e-01
4.097898e+09	-8.509872e-01
4.098018e+09	-8.500693e-01
4.098138e+09	-8.587939e-01
4.098258e+09	-8.453097e-01
4.098378e+09	-8.550067e-01
4.098498e+09	-8.614140e-01
