# Freq(Hz)	Amp(mV)
211373.783820	0.509884
211582.033853	0.380346
211790.283886	0.252278
211998.533920	0.205433
212206.783953	0.295918
212415.033986	0.433390
212623.284020	0.562322
212831.534053	0.662580
213039.784086	0.724408
213248.034120	0.743027
213456.284153	0.717303
213664.534186	0.649230
213872.784220	0.543674
214081.034253	0.408570
214289.284286	0.257541
214497.534320	0.135151
214705.784353	0.188312
214914.034386	0.340470
215122.284420	0.493158
215330.534453	0.624508
215538.784486	0.724173
215747.034520	0.785880
215955.284553	0.806860
216163.534586	0.788268
216371.784619	0.735906
216580.034653	0.661275
216788.284686	0.582864
216996.534719	0.525806
217204.784753	0.513060
217413.034786	0.546993
217621.284819	0.606380
217829.534853	0.665016
218037.784886	0.704562
218246.034919	0.717041
218454.284953	0.705085
218662.534986	0.682771
218870.785019	0.674908
219079.035053	0.708200
219287.285086	0.793272
219495.535119	0.916915
219703.785153	1.053484
219912.035186	1.177235
220120.285219	1.267065
220328.535253	1.307487
220536.785286	1.288809
220745.035319	1.207242
220953.285353	1.065020
221161.535386	0.870750
221369.785419	0.641355
221578.035452	0.413436
221786.285486	0.300568
221994.535519	0.431634
222202.785552	0.660272
222411.035586	0.885443
222619.285619	1.075973
222827.535652	1.218679
223035.785686	1.308396
223244.035719	1.345915
223452.285752	1.337286
223660.535786	1.293241
223868.785819	1.228399
224077.035852	1.159832
224285.285886	1.104386
224493.535919	1.074453
224701.785952	1.073736
224910.035986	1.096263
225118.286019	1.129858
225326.536052	1.161130
225534.786086	1.178846
225743.036119	1.175200
225951.286152	1.145902
226159.536186	1.089927
226367.786219	1.009310
226576.036252	0.909135
226784.286285	0.797726
226992.536319	0.686955
227200.786352	0.592014
227409.036385	0.528508
227617.286419	0.504218
227825.536452	0.511266
228033.786485	0.531023
228242.036519	0.546398
228450.286552	0.548602
228658.536585	0.538431
228866.786619	0.525668
229075.036652	0.525940
229283.286685	0.552242
229491.536719	0.604678
229699.786752	0.669417
229908.036785	0.726601
230116.286819	0.757326
230324.536852	0.746761
230532.786885	0.685386
230741.036919	0.569971
230949.286952	0.406029
231157.536985	0.224725
231365.787019	0.213267
231574.037052	0.443430
231782.287085	0.718566
231990.537118	0.986489
232198.787152	1.222486
232407.037185	1.407653
232615.287218	1.527452
232823.537252	1.572275
233031.787285	1.538063
233240.037318	1.426577
233448.287352	1.245216
233656.537385	1.006353
233864.787418	0.726251
234073.037452	0.423648
234281.287485	0.118308
234489.537518	0.172350
234697.787552	0.430292
234906.037585	0.644206
235114.287618	0.806528
235322.537652	0.915154
235530.787685	0.973265
235739.037718	0.988543
235947.287752	0.971627
236155.537785	0.933810
236363.787818	0.884270
236572.037852	0.827677
236780.287885	0.763367
236988.537918	0.686741
237196.787951	0.592215
237405.037985	0.476294
237613.288018	0.339908
237821.538051	0.191707
238029.788085	0.085421
238238.038118	0.181706
238446.288151	0.323200
238654.538185	0.445158
238862.788218	0.532495
239071.038251	0.576998
239279.288285	0.575232
239487.538318	0.528554
239695.788351	0.442986
239904.038385	0.328650
240112.288418	0.198768
240320.538451	0.068507
240528.788485	0.050776
240737.038518	0.141637
240945.288551	0.201727
241153.538585	0.236178
241361.788618	0.269982
241570.038651	0.342845
241778.288685	0.475648
241986.538718	0.657658
242194.788751	0.866408
242403.038784	1.078643
242611.288818	1.272537
242819.538851	1.428790
243027.788884	1.531997
243236.038918	1.572137
243444.288951	1.545987
243652.538984	1.458448
243860.789018	1.323934
244069.039051	1.168055
244277.289084	1.028562
244485.539118	0.949078
244693.789151	0.954651
244902.039184	1.027266
245110.289218	1.121246
245318.539251	1.194193
245526.789284	1.218652
245735.039318	1.181676
245943.289351	1.082944
246151.539384	0.934455
246359.789418	0.763356
246568.039451	0.620183
246776.289484	0.577811
246984.539518	0.663335
247192.789551	0.815707
247401.039584	0.968539
247609.289617	1.084064
247817.539651	1.143739
248025.789684	1.140899
248234.039717	1.077504
248442.289751	0.962260
248650.539784	0.808953
248858.789817	0.634675
249067.039851	0.457897
249275.289884	0.296614
249483.539917	0.167421
249691.789951	0.090749
249900.039984	0.093883
250108.290017	0.149578
250316.540051	0.238916
250524.790084	0.362372
250733.040117	0.512119
250941.290151	0.673416
251149.540184	0.828795
251357.790217	0.960775
251566.040251	1.053841
251774.290284	1.095993
251982.540317	1.079896
252190.790351	1.003561
252399.040384	0.870500
252607.290417	0.689369
252815.540450	0.473124
253023.790484	0.237794
253232.040517	0.008061
253440.290550	0.220728
253648.540584	0.410474
253856.790617	0.556424
254065.040650	0.650470
254273.290684	0.689661
254481.540717	0.676541
254689.790750	0.619206
254898.040784	0.531353
255106.290817	0.432893
255314.540850	0.351295
255522.790884	0.316735
255731.040917	0.336386
255939.290950	0.384460
256147.540984	0.435571
256355.791017	0.481069
256564.041050	0.525117
256772.291084	0.577370
256980.541117	0.644887
257188.791150	0.726396
257397.041184	0.812318
257605.291217	0.888790
257813.541250	0.941842
258021.791283	0.960181
258230.041317	0.936856
258438.291350	0.870337
258646.541383	0.765537
258854.791417	0.635689
259063.041450	0.507234
259271.291483	0.427969
259479.541517	0.447754
259687.791550	0.551619
259896.041583	0.684104
260104.291617	0.807350
260312.541650	0.902298
260520.791683	0.960444
260729.041717	0.979900
260937.291750	0.963428
261145.541783	0.916950
261353.791817	0.848029
261562.041850	0.764319
261770.291883	0.672198
261978.541917	0.575996
262186.791950	0.478304
262395.041983	0.381783
262603.292017	0.293121
262811.542050	0.230353
263019.792083	0.223345
263228.042116	0.274612
263436.292150	0.351284
