C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF.son DE_EMBEDDED Lk=1.0
FREQUENCY (GHz), DB[Z33]-Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF
18.66,48.6264
18.68,48.6468
18.7,48.6678
18.72,48.6893
18.74,48.7114
18.76,48.7344
18.78,48.7582
18.8,48.7832
18.82,48.8094
18.84,48.8373
18.86,48.8672
18.88,48.8996
18.9,48.9352
18.92,48.9749
18.94,49.02
18.96,49.0724
18.98,49.1345
19,49.2095
19.02,49.2998
19.04,49.399
19.06,49.4523
19.08,49.2436
19.1,48.6368
19.12,48.2772
19.14,48.2788
19.16,48.3731
19.18,48.4676
19.2,48.5471
19.22,48.6127
19.24,48.6676
19.26,48.7145
19.28,48.7555
19.3,48.792
19.32,48.825
19.34,48.8553
19.36,48.8834
19.38,48.9098
19.4,48.9348
19.42,48.9586
19.44,48.9813
19.46,49.0033
19.48,49.0245
19.5,49.0451
19.52,49.0652
19.54,49.0848
19.56,49.104
19.58,49.1229
19.6,49.1415
19.62,49.1597
19.64,49.1777
19.66,49.1955
19.68,49.2131
19.7,49.2305
19.72,49.2477
19.74,49.2648
19.76,49.2818
19.78,49.2986
19.8,49.3153
19.82,49.332
19.84,49.3485
19.86,49.3649
19.88,49.3813
19.9,49.3976
19.92,49.4139
19.94,49.4301
19.96,49.4463
19.98,49.4624
20,49.4785
C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF.son DE_EMBEDDED Lk=15.5
FREQUENCY (GHz), DB[Z33]-Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF
2,51.3753
2.02,51.2744
2.04,51.1742
2.06,51.0746
2.08,50.9757
2.1,50.8774
2.12,50.7798
2.14,50.6827
2.16,50.5863
2.18,50.4904
2.2,50.395
2.22,50.3002
2.24,50.206
2.26,50.1122
2.28,50.0189
2.3,49.9262
2.32,49.8339
2.34,49.742
2.36,49.6506
2.38,49.5597
2.4,49.4692
2.42,49.3791
2.44,49.2894
2.46,49.2001
2.48,49.1112
2.5,49.0226
2.52,48.9344
2.54,48.8466
2.56,48.7591
2.58,48.672
2.6,48.5851
2.62,48.4986
2.64,48.4124
2.66,48.3265
2.68,48.2409
2.7,48.1556
2.72,48.0705
2.74,47.9857
2.76,47.9011
2.78,47.8168
2.8,47.7327
2.82,47.6489
2.84,47.5653
2.86,47.4819
2.88,47.3987
2.9,47.3157
2.92,47.2329
2.94,47.1503
2.96,47.0679
2.98,46.9856
3,46.9035
3.02,46.8215
3.04,46.7398
3.06,46.6581
3.08,46.5766
3.1,46.4952
3.12,46.4139
3.14,46.3328
3.16,46.2518
3.18,46.1708
3.2,46.09
3.22,46.0093
3.24,45.9286
3.26,45.8481
3.28,45.7676
3.3,45.6871
3.32,45.6067
3.34,45.5264
3.36,45.4462
3.38,45.3659
3.4,45.2857
3.42,45.2056
3.44,45.1254
3.46,45.0453
3.48,44.9652
3.5,44.8851
3.52,44.805
3.54,44.7249
3.56,44.6448
3.58,44.5647
3.6,44.4845
3.62,44.4043
3.64,44.3241
3.66,44.2439
3.68,44.1636
3.7,44.0832
3.72,44.0028
3.74,43.9223
3.76,43.8418
3.78,43.7612
3.8,43.6805
3.82,43.5997
3.84,43.5188
3.86,43.4378
3.88,43.3568
3.9,43.2756
3.92,43.1943
3.94,43.1128
3.96,43.0313
3.98,42.9496
4,42.8677
4.02,42.7857
4.04,42.7036
4.06,42.6213
4.08,42.5388
4.1,42.4561
4.12,42.3733
4.14,42.2903
4.16,42.2071
4.18,42.1237
4.2,42.0401
4.22,41.9562
4.24,41.8722
4.26,41.7879
4.28,41.7034
4.3,41.6186
4.32,41.5336
4.34,41.4483
4.36,41.3628
4.38,41.277
4.4,41.1909
4.42,41.1046
4.44,41.0179
4.46,40.9309
4.48,40.8436
4.5,40.756
4.52,40.6681
4.54,40.5798
4.56,40.4912
4.58,40.4022
4.6,40.3129
4.62,40.2232
4.64,40.1331
4.66,40.0426
4.68,39.9517
4.7,39.8604
4.72,39.7687
4.74,39.6765
4.76,39.584
4.78,39.4909
4.8,39.3974
4.82,39.3034
4.84,39.2089
4.86,39.114
4.88,39.0185
4.9,38.9225
4.92,38.8259
4.94,38.7289
4.96,38.6312
4.98,38.533
5,38.4342
5.02,38.3348
5.04,38.2348
5.06,38.1341
5.08,38.0328
5.1,37.9309
5.12,37.8282
5.14,37.7249
5.16,37.6209
5.18,37.5161
5.2,37.4106
5.22,37.3043
5.24,37.1973
5.26,37.0894
5.28,36.9808
5.3,36.8713
5.32,36.7609
5.34,36.6497
5.36,36.5375
5.38,36.4245
5.4,36.3104
5.42,36.1954
5.44,36.0794
5.46,35.9624
5.48,35.8443
5.5,35.7252
5.52,35.6049
5.54,35.4835
5.56,35.361
5.58,35.2372
5.6,35.1122
5.62,34.9859
5.64,34.8584
5.66,34.7295
5.68,34.5992
5.7,34.4675
5.72,34.3343
5.74,34.1996
5.76,34.0634
5.78,33.9256
5.8,33.7862
5.82,33.6451
5.84,33.5022
5.86,33.3575
5.88,33.211
5.9,33.0626
5.92,32.9122
5.94,32.7597
5.96,32.6052
5.98,32.4484
6,32.2894
6.02,32.1281
6.04,31.9643
6.06,31.798
6.08,31.6292
6.1,31.4576
6.12,31.2832
6.14,31.1059
6.16,30.9256
6.18,30.7422
6.2,30.5555
6.22,30.3654
6.24,30.1717
6.26,29.9743
6.28,29.7731
6.3,29.5678
6.32,29.3583
6.34,29.1444
6.36,28.9258
6.38,28.7024
6.4,28.4738
6.42,28.2399
6.44,28.0004
6.46,27.7548
6.48,27.503
6.5,27.2446
6.52,26.9791
6.54,26.7061
6.56,26.4252
6.58,26.1359
6.6,25.8376
6.62,25.5297
6.64,25.2115
6.66,24.8822
6.68,24.5411
6.7,24.1871
6.72,23.8193
6.74,23.4364
6.76,23.0372
6.78,22.62
6.8,22.1831
6.82,21.7245
6.84,21.2418
6.86,20.7324
6.88,20.1928
6.9,19.6194
6.92,19.0072
6.94,18.3508
6.96,17.6428
6.98,16.8746
7,16.0345
7.02,15.1076
7.04,14.0736
7.06,12.9043
7.08,11.5587
7.1,9.97442
7.12,8.04944
7.14,5.6022
7.16,2.27165
7.18,-2.68332
7.2,-7.39942
7.22,-2.14931
7.24,2.59081
7.26,5.79165
7.28,8.15568
7.3,10.0198
7.32,11.5553
7.34,12.8592
7.36,13.9915
7.38,14.9914
7.4,15.8865
7.42,16.6964
7.44,17.4356
7.46,18.1154
7.48,18.7445
7.5,19.3298
7.52,19.877
7.54,20.3905
7.56,20.8744
7.58,21.3316
7.6,21.7651
7.62,22.177
7.64,22.5694
7.66,22.944
7.68,23.3024
7.7,23.6457
7.72,23.9753
7.74,24.2922
7.76,24.5972
7.78,24.8913
7.8,25.1751
7.82,25.4494
7.84,25.7147
7.86,25.9715
7.88,26.2205
7.9,26.4621
7.92,26.6966
7.94,26.9245
7.96,27.1461
7.98,27.3617
8,27.5717
8.02,27.7763
8.04,27.9758
8.05,28.0737
8.06,28.1704
8.08,28.3604
8.1,28.546
8.12,28.7273
8.14,28.9046
8.16,29.078
8.18,29.2476
8.2,29.4137
8.22,29.5764
8.24,29.7357
8.26,29.892
8.28,30.0451
8.3,30.1953
8.32,30.3427
8.34,30.4874
8.36,30.6295
8.38,30.769
8.4,30.906
8.42,31.0407
8.44,31.1731
8.46,31.3032
8.48,31.4313
8.5,31.5572
8.52,31.6811
8.54,31.8031
8.56,31.9232
8.58,32.0414
8.6,32.1578
8.62,32.2726
8.64,32.3856
8.66,32.497
8.68,32.6068
8.7,32.715
8.72,32.8218
8.74,32.927
8.76,33.0309
8.78,33.1333
8.8,33.2344
8.82,33.3342
8.84,33.4327
8.86,33.5299
8.88,33.6259
8.9,33.7208
8.92,33.8144
8.94,33.9069
8.96,33.9983
8.98,34.0886
9,34.1778
9.02,34.266
9.04,34.3532
9.06,34.4394
9.08,34.5246
9.1,34.6089
9.12,34.6922
9.14,34.7747
9.16,34.8562
9.18,34.9369
9.2,35.0167
9.22,35.0957
9.24,35.1738
9.26,35.2512
9.28,35.3277
9.3,35.4035
9.32,35.4786
9.34,35.5529
9.36,35.6264
9.38,35.6993
9.4,35.7714
9.42,35.8429
9.44,35.9137
9.46,35.9838
9.48,36.0533
9.5,36.1221
9.52,36.1903
9.54,36.2579
9.56,36.3249
9.58,36.3913
9.6,36.4571
9.62,36.5224
9.64,36.587
9.66,36.6511
9.68,36.7147
9.7,36.7777
9.72,36.8402
9.74,36.9022
9.76,36.9637
9.78,37.0247
9.8,37.0851
9.82,37.1451
9.84,37.2046
9.86,37.2637
9.88,37.3223
9.9,37.3804
9.92,37.4381
9.94,37.4953
9.96,37.5521
9.98,37.6084
10,37.6644
10.02,37.7199
10.04,37.775
10.06,37.8297
10.08,37.884
10.1,37.9379
10.12,37.9915
10.14,38.0446
10.16,38.0974
10.18,38.1498
10.2,38.2018
10.22,38.2535
10.24,38.3048
10.26,38.3557
10.28,38.4064
10.3,38.4566
10.32,38.5066
10.34,38.5562
10.36,38.6055
10.38,38.6544
10.4,38.703
10.42,38.7514
10.44,38.7994
10.46,38.8471
10.48,38.8945
10.5,38.9416
10.52,38.9884
10.54,39.0349
10.56,39.0811
10.58,39.1271
10.6,39.1727
10.62,39.2181
10.64,39.2632
10.66,39.308
10.68,39.3526
10.7,39.3969
10.72,39.441
10.74,39.4848
10.76,39.5283
10.78,39.5716
10.8,39.6146
10.82,39.6574
10.84,39.6999
10.86,39.7422
10.88,39.7843
10.9,39.8261
10.92,39.8677
10.94,39.9091
10.96,39.9503
10.98,39.9912
11,40.0319
11.02,40.0724
11.04,40.1126
11.06,40.1527
11.08,40.1925
11.1,40.2321
11.12,40.2716
11.14,40.3108
11.16,40.3498
11.18,40.3886
11.2,40.4272
11.22,40.4656
11.24,40.5039
11.26,40.5419
11.28,40.5797
11.3,40.6174
11.32,40.6549
11.34,40.6921
11.36,40.7292
11.38,40.7662
11.4,40.8029
11.42,40.8395
11.44,40.8759
11.46,40.9121
11.48,40.9481
11.5,40.984
11.52,41.0197
11.54,41.0552
11.56,41.0906
11.58,41.1258
11.6,41.1609
11.62,41.1958
11.64,41.2305
11.66,41.2651
11.68,41.2995
11.7,41.3338
11.72,41.3679
11.74,41.4018
11.76,41.4356
11.78,41.4693
11.8,41.5028
11.82,41.5362
11.84,41.5694
11.86,41.6025
11.88,41.6355
11.9,41.6683
11.92,41.7009
11.94,41.7335
11.96,41.7658
11.98,41.7981
12,41.8302
12.02,41.8622
12.04,41.8941
12.06,41.9258
12.08,41.9574
12.1,41.9889
12.12,42.0202
12.14,42.0515
12.16,42.0825
12.18,42.1135
12.2,42.1444
12.22,42.1751
12.24,42.2057
12.26,42.2362
12.28,42.2666
12.3,42.2968
12.32,42.327
12.34,42.357
12.36,42.3869
12.38,42.4167
12.4,42.4464
12.42,42.476
12.44,42.5054
12.46,42.5348
12.48,42.564
12.5,42.5932
12.52,42.6222
12.54,42.6511
12.56,42.6799
12.58,42.7086
12.6,42.7373
12.62,42.7658
12.64,42.7942
12.66,42.8225
12.68,42.8507
12.7,42.8788
12.72,42.9068
12.74,42.9347
12.76,42.9625
12.78,42.9903
12.8,43.0179
12.82,43.0454
12.84,43.0729
12.86,43.1002
12.88,43.1275
12.9,43.1546
12.92,43.1817
12.94,43.2087
12.96,43.2356
12.98,43.2624
13,43.2891
13.02,43.3157
13.04,43.3422
13.06,43.3687
13.08,43.3951
13.1,43.4213
13.12,43.4475
13.14,43.4737
13.16,43.4997
13.18,43.5256
13.2,43.5515
13.22,43.5773
13.24,43.603
13.26,43.6286
13.28,43.6542
13.3,43.6797
13.32,43.7051
13.34,43.7304
13.36,43.7556
13.38,43.7808
13.4,43.8059
13.42,43.8309
13.44,43.8558
13.46,43.8807
13.48,43.9055
13.5,43.9302
13.52,43.9548
13.54,43.9794
13.56,44.0039
13.58,44.0283
13.6,44.0527
13.62,44.077
13.64,44.1012
13.66,44.1253
13.68,44.1494
13.7,44.1734
13.72,44.1974
13.74,44.2213
13.76,44.2451
13.78,44.2688
13.8,44.2925
13.82,44.3161
13.84,44.3397
13.86,44.3632
13.88,44.3866
13.9,44.41
13.92,44.4333
13.94,44.4565
13.96,44.4797
13.98,44.5028
14,44.5258
14.02,44.5488
14.04,44.5717
14.06,44.5946
14.08,44.6174
14.1,44.6402
14.12,44.6629
14.14,44.6855
14.16,44.7081
14.18,44.7306
14.2,44.753
14.22,44.7754
14.24,44.7978
14.26,44.8201
14.28,44.8423
14.3,44.8645
14.32,44.8866
14.34,44.9087
14.36,44.9307
14.38,44.9527
14.4,44.9746
14.42,44.9964
14.44,45.0182
14.46,45.04
14.48,45.0617
14.5,45.0833
14.52,45.1049
14.54,45.1265
14.56,45.148
14.58,45.1694
14.6,45.1908
14.62,45.2121
14.64,45.2334
14.66,45.2547
14.68,45.2759
14.7,45.297
14.72,45.3181
14.74,45.3392
14.76,45.3602
14.78,45.3811
14.8,45.402
14.82,45.4229
14.84,45.4437
14.86,45.4645
14.88,45.4852
14.9,45.5059
14.92,45.5265
14.94,45.5471
14.96,45.5677
14.98,45.5882
15,45.6086
15.02,45.629
15.04,45.6494
15.06,45.6697
15.08,45.69
15.1,45.7102
15.12,45.7304
15.14,45.7506
15.16,45.7707
15.18,45.7908
15.2,45.8108
15.22,45.8308
15.24,45.8507
15.26,45.8706
15.28,45.8905
15.3,45.9103
15.32,45.9301
15.34,45.9499
15.36,45.9696
15.38,45.9892
15.4,46.0089
15.42,46.0285
15.44,46.048
15.46,46.0675
15.48,46.087
15.5,46.1064
15.52,46.1258
15.54,46.1452
15.56,46.1645
15.58,46.1838
15.6,46.2031
15.62,46.2223
15.64,46.2415
15.66,46.2606
15.68,46.2798
15.7,46.2988
15.72,46.3179
15.74,46.3369
15.76,46.3559
15.78,46.3748
15.8,46.3937
15.82,46.4126
15.84,46.4314
15.86,46.4502
15.88,46.469
15.9,46.4877
15.92,46.5064
15.94,46.5251
15.96,46.5437
15.98,46.5623
16,46.5809
16.02,46.5995
16.04,46.618
16.06,46.6364
16.08,46.6549
16.1,46.6733
16.12,46.6917
16.14,46.7101
16.16,46.7284
16.18,46.7467
16.2,46.765
16.22,46.7832
16.24,46.8014
16.26,46.8196
16.28,46.8377
16.3,46.8559
16.32,46.874
16.34,46.892
16.36,46.9101
16.38,46.9281
16.4,46.946
16.42,46.964
16.44,46.9819
16.46,46.9998
16.48,47.0177
16.5,47.0355
16.52,47.0534
16.54,47.0712
16.56,47.0889
16.58,47.1067
16.6,47.1244
16.62,47.1421
16.64,47.1597
16.66,47.1774
16.68,47.195
16.7,47.2126
16.72,47.2302
16.74,47.2477
16.76,47.2652
16.78,47.2827
16.8,47.3002
16.82,47.3176
16.84,47.3351
16.86,47.3525
16.88,47.3699
16.9,47.3872
16.92,47.4046
16.94,47.4219
16.96,47.4392
16.98,47.4564
17,47.4737
17.02,47.4909
17.04,47.5081
17.06,47.5253
17.08,47.5425
17.1,47.5596
17.12,47.5768
17.14,47.5939
17.16,47.611
17.18,47.6281
17.2,47.6451
17.22,47.6622
17.24,47.6792
17.26,47.6962
17.28,47.7132
17.3,47.7302
17.32,47.7471
17.34,47.7641
17.36,47.781
17.38,47.7979
17.4,47.8148
17.42,47.8317
17.44,47.8485
17.46,47.8654
17.48,47.8822
17.5,47.8991
17.52,47.9159
17.54,47.9327
17.56,47.9495
17.58,47.9663
17.6,47.9831
17.62,47.9998
17.64,48.0166
17.66,48.0333
17.68,48.0501
17.7,48.0668
17.72,48.0835
17.74,48.1003
17.76,48.117
17.78,48.1337
17.8,48.1504
17.82,48.1671
17.84,48.1839
17.86,48.2006
17.88,48.2173
17.9,48.234
17.92,48.2507
17.94,48.2675
17.96,48.2842
17.98,48.301
18,48.3177
18.02,48.3345
18.04,48.3513
18.06,48.3681
18.08,48.3849
18.1,48.4017
18.12,48.4186
18.14,48.4355
18.16,48.4524
18.18,48.4694
18.2,48.4863
18.22,48.5034
18.24,48.5204
18.26,48.5376
18.28,48.5547
18.3,48.572
18.32,48.5893
18.34,48.6067
18.36,48.6241
18.38,48.6417
18.4,48.6593
18.42,48.6771
18.44,48.695
18.46,48.713
18.48,48.7311
18.5,48.7495
18.52,48.768
18.54,48.7867
18.56,48.8057
18.58,48.825
18.6,48.8445
18.62,48.8644
18.64,48.8847
18.66,48.9055
18.68,48.9268
18.7,48.9487
18.72,48.9713
18.74,48.9948
18.76,49.0193
18.78,49.045
18.8,49.0721
18.82,49.1011
18.84,49.1324
18.86,49.1665
18.88,49.2043
18.9,49.2469
18.92,49.2958
18.94,49.3533
18.96,49.4223
18.98,49.506
19,49.6039
19.02,49.6917
19.04,49.6387
19.06,49.1681
19.08,48.6173
19.1,48.4991
19.12,48.5741
19.14,48.673
19.16,48.7596
19.18,48.8311
19.2,48.8905
19.22,48.9407
19.24,48.9842
19.26,49.0226
19.28,49.0571
19.3,49.0885
19.32,49.1176
19.34,49.1448
19.36,49.1704
19.38,49.1947
19.4,49.2179
19.42,49.2402
19.44,49.2618
19.46,49.2827
19.48,49.3031
19.5,49.3229
19.52,49.3423
19.54,49.3614
19.56,49.3801
19.58,49.3985
19.6,49.4167
19.62,49.4346
19.64,49.4524
19.66,49.4699
19.68,49.4873
19.7,49.5045
19.72,49.5216
19.74,49.5385
19.76,49.5554
19.78,49.5721
19.8,49.5888
19.82,49.6053
19.84,49.6219
19.86,49.6383
19.88,49.6547
19.9,49.6711
19.92,49.6875
19.94,49.7038
19.96,49.7202
19.98,49.7365
20,49.753
C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF.son DE_EMBEDDED Lk=15.6
FREQUENCY (GHz), DB[Z33]-Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF
2,51.3718
2.02,51.2708
2.04,51.1705
2.06,51.0709
2.08,50.9719
2.1,50.8735
2.12,50.7758
2.14,50.6787
2.16,50.5821
2.18,50.4861
2.2,50.3907
2.22,50.2958
2.24,50.2015
2.26,50.1076
2.28,50.0143
2.3,49.9214
2.32,49.829
2.34,49.7371
2.36,49.6456
2.38,49.5545
2.4,49.4639
2.42,49.3737
2.44,49.2839
2.46,49.1945
2.48,49.1055
2.5,49.0169
2.52,48.9286
2.54,48.8406
2.56,48.753
2.58,48.6658
2.6,48.5788
2.62,48.4922
2.64,48.4059
2.66,48.3199
2.68,48.2341
2.7,48.1487
2.72,48.0635
2.74,47.9786
2.76,47.8939
2.78,47.8095
2.8,47.7253
2.82,47.6413
2.84,47.5576
2.86,47.474
2.88,47.3907
2.9,47.3076
2.92,47.2246
2.94,47.1419
2.96,47.0593
2.98,46.9769
3,46.8947
3.02,46.8126
3.04,46.7306
3.06,46.6488
3.08,46.5672
3.1,46.4856
3.12,46.4042
3.14,46.3229
3.16,46.2417
3.18,46.1607
3.2,46.0797
3.22,45.9988
3.24,45.9179
3.26,45.8372
3.28,45.7565
3.3,45.6759
3.32,45.5954
3.34,45.5149
3.36,45.4344
3.38,45.354
3.4,45.2737
3.42,45.1933
3.44,45.113
3.46,45.0327
3.48,44.9524
3.5,44.8721
3.52,44.7918
3.54,44.7115
3.56,44.6312
3.58,44.5509
3.6,44.4705
3.62,44.3901
3.64,44.3097
3.66,44.2292
3.68,44.1487
3.7,44.0681
3.72,43.9875
3.74,43.9068
3.76,43.826
3.78,43.7452
3.8,43.6642
3.82,43.5832
3.84,43.5021
3.86,43.4209
3.88,43.3395
3.9,43.2581
3.92,43.1765
3.94,43.0948
3.96,43.013
3.98,42.931
4,42.8489
4.02,42.7666
4.04,42.6842
4.06,42.6016
4.08,42.5189
4.1,42.4359
4.12,42.3528
4.14,42.2695
4.16,42.186
4.18,42.1023
4.2,42.0183
4.22,41.9342
4.24,41.8498
4.26,41.7652
4.28,41.6804
4.3,41.5953
4.32,41.5099
4.34,41.4243
4.36,41.3384
4.38,41.2523
4.4,41.1658
4.42,41.0791
4.44,40.992
4.46,40.9047
4.48,40.817
4.5,40.729
4.52,40.6407
4.54,40.552
4.56,40.463
4.58,40.3736
4.6,40.2838
4.62,40.1937
4.64,40.1031
4.66,40.0122
4.68,39.9209
4.7,39.8291
4.72,39.7369
4.74,39.6443
4.76,39.5512
4.78,39.4577
4.8,39.3637
4.82,39.2692
4.84,39.1742
4.86,39.0787
4.88,38.9826
4.9,38.8861
4.92,38.789
4.94,38.6913
4.96,38.5931
4.98,38.4943
5,38.3949
5.02,38.2949
5.04,38.1942
5.06,38.0929
5.08,37.991
5.1,37.8883
5.12,37.785
5.14,37.681
5.16,37.5763
5.18,37.4708
5.2,37.3646
5.22,37.2575
5.24,37.1497
5.26,37.0411
5.28,36.9316
5.3,36.8213
5.32,36.7101
5.34,36.598
5.36,36.485
5.38,36.371
5.4,36.2561
5.42,36.1402
5.44,36.0232
5.46,35.9052
5.48,35.7861
5.5,35.666
5.52,35.5446
5.54,35.4222
5.56,35.2985
5.58,35.1736
5.6,35.0474
5.62,34.92
5.64,34.7912
5.66,34.661
5.68,34.5294
5.7,34.3964
5.72,34.2619
5.74,34.1258
5.76,33.9882
5.78,33.8489
5.8,33.7079
5.82,33.5653
5.84,33.4208
5.86,33.2744
5.88,33.1262
5.9,32.976
5.92,32.8237
5.94,32.6694
5.96,32.5129
5.98,32.3541
6,32.193
6.02,32.0295
6.04,31.8636
6.06,31.695
6.08,31.5237
6.1,31.3497
6.12,31.1727
6.14,30.9928
6.16,30.8097
6.18,30.6234
6.2,30.4336
6.22,30.2404
6.24,30.0435
6.26,29.8427
6.28,29.6379
6.3,29.4289
6.32,29.2155
6.34,28.9975
6.36,28.7747
6.38,28.5468
6.4,28.3135
6.42,28.0747
6.44,27.8299
6.46,27.5789
6.48,27.3212
6.5,27.0566
6.52,26.7846
6.54,26.5047
6.56,26.2165
6.58,25.9193
6.6,25.6126
6.62,25.2957
6.64,24.9679
6.66,24.6283
6.68,24.276
6.7,23.91
6.72,23.5291
6.74,23.132
6.76,22.7172
6.78,22.2829
6.8,21.8272
6.82,21.3478
6.84,20.8419
6.86,20.3064
6.88,19.7375
6.9,19.1306
6.92,18.4801
6.94,17.7792
6.96,17.0193
6.98,16.1891
7,15.2744
7.02,14.2555
7.04,13.1054
7.06,11.7854
7.08,10.2363
7.1,8.3628
7.12,5.99719
7.14,2.81064
7.16,-1.88642
7.18,-7.33539
7.2,-2.88309
7.22,2.127
7.24,5.47741
7.26,7.92546
7.28,9.84229
7.3,11.4137
7.32,12.7435
7.34,13.8953
7.36,14.9106
7.38,15.8179
7.4,16.6378
7.42,17.3854
7.44,18.0723
7.46,18.7075
7.48,19.2981
7.5,19.8499
7.52,20.3675
7.54,20.855
7.56,21.3155
7.58,21.7518
7.6,22.1664
7.62,22.5612
7.64,22.938
7.66,23.2983
7.68,23.6435
7.7,23.9748
7.72,24.2932
7.74,24.5997
7.76,24.8951
7.78,25.1802
7.8,25.4556
7.82,25.722
7.84,25.9799
7.86,26.2299
7.88,26.4723
7.9,26.7077
7.92,26.9364
7.94,27.1587
7.96,27.3751
7.98,27.5858
8,27.7911
8.02,27.9912
8.04,28.1864
8.06,28.377
8.08,28.5631
8.1,28.7449
8.12,28.9227
8.14,29.0965
8.16,29.2666
8.18,29.4332
8.2,29.5962
8.22,29.756
8.24,29.9126
8.26,30.0661
8.28,30.2167
8.3,30.3645
8.32,30.5095
8.34,30.6518
8.36,30.7916
8.38,30.929
8.4,31.0639
8.42,31.1966
8.44,31.327
8.46,31.4553
8.48,31.5815
8.5,31.7056
8.52,31.8278
8.54,31.9481
8.56,32.0666
8.58,32.1832
8.6,32.2982
8.62,32.4114
8.64,32.523
8.66,32.633
8.68,32.7414
8.7,32.8483
8.72,32.9538
8.74,33.0578
8.76,33.1604
8.78,33.2616
8.8,33.3616
8.82,33.4602
8.84,33.5576
8.86,33.6537
8.88,33.7487
8.9,33.8425
8.92,33.9351
8.94,34.0266
8.96,34.117
8.98,34.2064
9,34.2947
9.02,34.382
9.04,34.4683
9.06,34.5537
9.08,34.638
9.1,34.7215
9.12,34.804
9.14,34.8857
9.16,34.9664
9.18,35.0463
9.2,35.1254
9.22,35.2037
9.24,35.2811
9.26,35.3578
9.28,35.4336
9.3,35.5088
9.32,35.5831
9.34,35.6568
9.36,35.7297
9.38,35.8019
9.4,35.8735
9.42,35.9443
9.44,36.0145
9.46,36.0841
9.48,36.153
9.5,36.2213
9.52,36.2889
9.54,36.356
9.56,36.4225
9.58,36.4883
9.6,36.5536
9.62,36.6184
9.64,36.6825
9.66,36.7462
9.68,36.8092
9.7,36.8718
9.72,36.9339
9.74,36.9954
9.76,37.0564
9.78,37.1169
9.8,37.177
9.82,37.2365
9.84,37.2956
9.86,37.3543
9.88,37.4124
9.9,37.4701
9.92,37.5274
9.94,37.5843
9.96,37.6407
9.98,37.6967
10,37.7522
10.02,37.8074
10.04,37.8621
10.06,37.9165
10.08,37.9704
10.1,38.024
10.12,38.0772
10.14,38.13
10.16,38.1824
10.18,38.2345
10.2,38.2862
10.22,38.3375
10.24,38.3885
10.26,38.4392
10.28,38.4895
10.3,38.5395
10.32,38.5891
10.34,38.6384
10.36,38.6874
10.38,38.7361
10.4,38.7845
10.42,38.8325
10.44,38.8802
10.46,38.9277
10.48,38.9748
10.5,39.0216
10.52,39.0682
10.54,39.1144
10.56,39.1604
10.58,39.2061
10.6,39.2515
10.62,39.2966
10.64,39.3415
10.66,39.3861
10.68,39.4304
10.7,39.4745
10.72,39.5183
10.74,39.5619
10.76,39.6052
10.78,39.6482
10.8,39.6911
10.82,39.7336
10.84,39.776
10.86,39.818
10.88,39.8599
10.9,39.9015
10.92,39.9429
10.94,39.9841
10.96,40.025
10.98,40.0658
11,40.1063
11.02,40.1465
11.04,40.1866
11.06,40.2265
11.08,40.2661
11.1,40.3056
11.12,40.3448
11.14,40.3838
11.16,40.4227
11.18,40.4613
11.2,40.4997
11.22,40.538
11.24,40.576
11.26,40.6139
11.28,40.6516
11.3,40.6891
11.32,40.7264
11.34,40.7635
11.36,40.8004
11.38,40.8372
11.4,40.8738
11.42,40.9102
11.44,40.9464
11.46,40.9825
11.48,41.0184
11.5,41.0541
11.52,41.0896
11.54,41.125
11.56,41.1603
11.58,41.1953
11.6,41.2302
11.62,41.265
11.64,41.2996
11.66,41.334
11.68,41.3683
11.7,41.4024
11.72,41.4364
11.74,41.4702
11.76,41.5039
11.78,41.5374
11.8,41.5708
11.82,41.6041
11.84,41.6372
11.86,41.6701
11.88,41.703
11.9,41.7356
11.92,41.7682
11.94,41.8006
11.96,41.8329
11.98,41.865
12,41.897
12.02,41.9289
12.04,41.9606
12.06,41.9922
12.08,42.0237
12.1,42.0551
12.12,42.0863
12.14,42.1174
12.16,42.1484
12.18,42.1793
12.2,42.21
12.22,42.2406
12.24,42.2711
12.26,42.3015
12.28,42.3318
12.3,42.3619
12.32,42.392
12.34,42.4219
12.36,42.4517
12.38,42.4814
12.4,42.511
12.42,42.5405
12.44,42.5698
12.46,42.5991
12.48,42.6282
12.5,42.6573
12.52,42.6862
12.54,42.715
12.56,42.7438
12.58,42.7724
12.6,42.8009
12.62,42.8293
12.64,42.8576
12.66,42.8859
12.68,42.914
12.7,42.942
12.72,42.9699
12.74,42.9978
12.76,43.0255
12.78,43.0531
12.8,43.0807
12.82,43.1081
12.84,43.1355
12.86,43.1627
12.88,43.1899
12.9,43.217
12.92,43.244
12.94,43.2709
12.96,43.2977
12.98,43.3244
13,43.3511
13.02,43.3776
13.04,43.4041
13.06,43.4304
13.08,43.4567
13.1,43.4829
13.12,43.5091
13.14,43.5351
13.16,43.5611
13.18,43.587
13.2,43.6128
13.22,43.6385
13.24,43.6641
13.26,43.6897
13.28,43.7152
13.3,43.7406
13.32,43.7659
13.34,43.7911
13.36,43.8163
