C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
19.64,49.2471
19.66,49.2622
19.68,49.2772
19.7,49.2922
19.72,49.3072
19.74,49.3222
19.76,49.3372
19.78,49.3522
19.8,49.3672
19.82,49.3821
19.84,49.397
19.86,49.412
19.88,49.4269
19.9,49.4418
19.92,49.4567
19.94,49.4715
19.96,49.4864
19.98,49.5013
20,49.5161
C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=16.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
2,52.7459
2.02,52.6466
2.04,52.5479
2.06,52.4499
2.08,52.3526
2.1,52.2559
2.12,52.1599
2.14,52.0645
2.16,51.9697
2.18,51.8755
2.2,51.7819
2.22,51.6888
2.24,51.5963
2.26,51.5044
2.28,51.4129
2.3,51.322
2.32,51.2315
2.34,51.1416
2.36,51.0521
2.38,50.963
2.4,50.8745
2.42,50.7863
2.44,50.6986
2.46,50.6114
2.48,50.5245
2.5,50.438
2.52,50.3519
2.54,50.2662
2.56,50.1809
2.58,50.0959
2.6,50.0113
2.62,49.927
2.64,49.843
2.66,49.7594
2.68,49.6761
2.7,49.5931
2.72,49.5104
2.74,49.428
2.76,49.3458
2.78,49.264
2.8,49.1824
2.82,49.1011
2.84,49.02
2.86,48.9392
2.88,48.8586
2.9,48.7782
2.92,48.6981
2.94,48.6182
2.96,48.5385
2.98,48.459
3,48.3797
3.02,48.3005
3.04,48.2216
3.06,48.1429
3.08,48.0643
3.1,47.9859
3.12,47.9076
3.14,47.8295
3.16,47.7515
3.18,47.6737
3.2,47.596
3.22,47.5185
3.24,47.4411
3.26,47.3638
3.28,47.2866
3.3,47.2095
3.32,47.1325
3.34,47.0556
3.36,46.9788
3.38,46.9021
3.4,46.8255
3.42,46.7489
3.44,46.6724
3.46,46.596
3.48,46.5196
3.5,46.4433
3.52,46.367
3.54,46.2908
3.56,46.2146
3.58,46.1385
3.6,46.0623
3.62,45.9862
3.64,45.9101
3.66,45.8341
3.68,45.758
3.7,45.6819
3.72,45.6059
3.74,45.5298
3.76,45.4537
3.78,45.3776
3.8,45.3014
3.82,45.2253
3.84,45.1491
3.86,45.0729
3.88,44.9966
3.9,44.9203
3.92,44.8439
3.94,44.7675
3.96,44.691
3.98,44.6144
4,44.5378
4.02,44.461
4.04,44.3842
4.06,44.3074
4.08,44.2304
4.1,44.1533
4.12,44.0761
4.14,43.9988
4.16,43.9214
4.18,43.8439
4.2,43.7662
4.22,43.6884
4.24,43.6105
4.26,43.5325
4.28,43.4542
4.3,43.3759
4.32,43.2974
4.34,43.2187
4.36,43.1398
4.38,43.0608
4.4,42.9816
4.42,42.9022
4.44,42.8226
4.46,42.7428
4.48,42.6628
4.5,42.5826
4.52,42.5022
4.54,42.4215
4.56,42.3406
4.58,42.2595
4.6,42.1782
4.62,42.0966
4.64,42.0147
4.66,41.9326
4.68,41.8502
4.7,41.7675
4.72,41.6846
4.74,41.6013
4.76,41.5178
4.78,41.4339
4.8,41.3498
4.82,41.2653
4.84,41.1805
4.86,41.0954
4.88,41.0099
4.9,40.924
4.92,40.8378
4.94,40.7513
4.96,40.6643
4.98,40.577
5,40.4893
5.02,40.4011
5.04,40.3126
5.06,40.2236
5.08,40.1342
5.1,40.0444
5.12,39.9541
5.14,39.8634
5.16,39.7721
5.18,39.6804
5.2,39.5882
5.22,39.4955
5.24,39.4023
5.26,39.3085
5.28,39.2142
5.3,39.1194
5.32,39.024
5.34,38.928
5.36,38.8314
5.38,38.7342
5.4,38.6364
5.42,38.538
5.44,38.4389
5.46,38.3392
5.48,38.2388
5.5,38.1376
5.52,38.0358
5.54,37.9333
5.56,37.83
5.58,37.726
5.6,37.6211
5.62,37.5155
5.64,37.4091
5.66,37.3018
5.68,37.1937
5.7,37.0847
5.72,36.9748
5.74,36.864
5.76,36.7523
5.78,36.6396
5.8,36.5259
5.82,36.4112
5.84,36.2954
5.86,36.1786
5.88,36.0607
5.9,35.9417
5.92,35.8215
5.94,35.7001
5.96,35.5775
5.98,35.4537
6,35.3286
6.02,35.2022
6.04,35.0744
6.06,34.9452
6.08,34.8146
6.1,34.6826
6.12,34.549
6.14,34.4139
6.16,34.2771
6.18,34.1387
6.2,33.9986
6.22,33.8568
6.24,33.7131
6.26,33.5676
6.28,33.4201
6.3,33.2707
6.32,33.1192
6.34,32.9655
6.36,32.8097
6.38,32.6516
6.4,32.4912
6.42,32.3283
6.44,32.1629
6.46,31.9948
6.48,31.8241
6.5,31.6506
6.52,31.4741
6.54,31.2946
6.56,31.1119
6.58,30.9259
6.6,30.7366
6.62,30.5436
6.64,30.3469
6.66,30.1464
6.68,29.9418
6.7,29.7329
6.72,29.5196
6.74,29.3016
6.76,29.0788
6.78,28.8508
6.8,28.6174
6.82,28.3784
6.84,28.1333
6.86,27.882
6.88,27.6239
6.9,27.3588
6.92,27.0862
6.94,26.8056
6.96,26.5166
6.98,26.2185
7,25.9107
7.02,25.5926
7.04,25.2635
7.06,24.9223
7.08,24.5683
7.1,24.2004
7.12,23.8173
7.14,23.4177
7.16,23
7.18,22.5626
7.2,22.1033
7.22,21.6198
7.24,21.1092
7.26,20.5684
7.28,19.9934
7.3,19.3793
7.32,18.7206
7.34,18.0099
7.36,17.2382
7.38,16.394
7.4,15.4619
7.42,14.4212
7.44,13.2434
7.46,11.8864
7.48,10.2866
7.5,8.33922
7.52,5.85838
7.54,2.47694
7.56,-2.50222
7.58,-6.45229
7.6,-1.21905
7.62,3.309
7.64,6.41619
7.66,8.73102
7.68,10.5655
7.7,12.0813
7.72,13.3714
7.74,14.4934
7.76,15.4856
7.78,16.3746
7.8,17.1796
7.82,17.9149
7.84,18.5915
7.86,19.2179
7.88,19.8009
7.9,20.3462
7.92,20.8582
7.94,21.3407
7.96,21.7968
7.98,22.2293
8,22.6404
8.02,23.0321
8.04,23.4061
8.06,23.7639
8.08,24.1069
8.1,24.4361
8.12,24.7527
8.14,25.0575
8.16,25.3514
8.18,25.6351
8.2,25.9092
8.22,26.1745
8.24,26.4313
8.26,26.6803
8.28,26.9219
8.3,27.1565
8.32,27.3844
8.34,27.6061
8.36,27.8219
8.38,28.032
8.4,28.2368
8.42,28.4365
8.44,28.6313
8.46,28.8215
8.48,29.0072
8.5,29.1888
8.52,29.3663
8.54,29.5399
8.56,29.7098
8.58,29.8761
8.6,30.039
8.62,30.1986
8.64,30.3551
8.66,30.5085
8.68,30.659
8.7,30.8067
8.72,30.9517
8.74,31.094
8.76,31.2338
8.78,31.3711
8.8,31.5061
8.82,31.6388
8.84,31.7692
8.86,31.8976
8.88,32.0238
8.9,32.148
8.92,32.2703
8.94,32.3907
8.96,32.5092
8.98,32.626
9,32.741
9.02,32.8544
9.04,32.9661
9.06,33.0762
9.08,33.1847
9.1,33.2918
9.12,33.3974
9.14,33.5015
9.16,33.6043
9.18,33.7057
9.2,33.8058
9.22,33.9046
9.24,34.0022
9.26,34.0985
9.28,34.1936
9.3,34.2876
9.32,34.3804
9.34,34.4721
9.36,34.5627
9.38,34.6523
9.4,34.7408
9.42,34.8283
9.44,34.9148
9.46,35.0003
9.48,35.0849
9.5,35.1686
9.52,35.2513
9.54,35.3331
9.56,35.4141
9.58,35.4942
9.6,35.5735
9.62,35.652
9.64,35.7297
9.66,35.8065
9.68,35.8826
9.7,35.958
9.72,36.0326
9.74,36.1064
9.76,36.1796
9.78,36.252
9.8,36.3238
9.82,36.3949
9.84,36.4653
9.86,36.5351
9.88,36.6042
9.9,36.6727
9.92,36.7406
9.94,36.8079
9.96,36.8746
9.98,36.9407
10,37.0062
10.02,37.0712
10.04,37.1356
10.06,37.1995
10.08,37.2628
10.1,37.3256
10.12,37.3878
10.14,37.4496
10.16,37.5109
10.18,37.5716
10.2,37.6319
10.22,37.6917
10.24,37.751
10.26,37.8099
10.28,37.8683
10.3,37.9263
10.32,37.9838
10.34,38.0408
10.36,38.0975
10.38,38.1537
10.4,38.2095
10.42,38.2649
10.44,38.3199
10.46,38.3745
10.48,38.4287
10.5,38.4825
10.52,38.536
10.54,38.589
10.56,38.6417
10.58,38.6941
10.6,38.7461
10.62,38.7977
10.64,38.849
10.66,38.9
10.68,38.9507
10.7,39.0012
10.72,39.0514
10.74,39.1015
10.76,39.1506
10.78,39.1956
10.8,39.2437
10.82,39.2925
10.84,39.3409
10.86,39.3888
10.88,39.4363
10.9,39.4835
10.92,39.5304
10.94,39.5769
10.96,39.6232
10.98,39.6691
11,39.7148
11.02,39.7602
11.04,39.8053
11.06,39.8501
11.08,39.8947
11.1,39.939
11.12,39.983
11.14,40.0268
11.16,40.0704
11.18,40.1136
11.2,40.1567
11.22,40.1995
11.24,40.242
11.26,40.2843
11.28,40.3264
11.3,40.3683
11.32,40.4099
11.34,40.4513
11.36,40.4924
11.38,40.5333
11.4,40.5741
11.42,40.6146
11.44,40.6548
11.46,40.6949
11.48,40.7348
11.5,40.7744
11.52,40.8139
11.54,40.8531
11.56,40.8922
11.58,40.931
11.6,40.9696
11.62,41.0081
11.64,41.0463
11.66,41.0844
11.68,41.1223
11.7,41.16
11.72,41.1975
11.74,41.2348
11.76,41.2719
11.78,41.3089
11.8,41.3457
11.82,41.3823
11.84,41.4187
11.86,41.455
11.88,41.4911
11.9,41.527
11.92,41.5628
11.94,41.5983
11.96,41.6338
11.98,41.669
12,41.7041
12.02,41.7391
12.04,41.7739
12.06,41.8085
12.08,41.843
12.1,41.8773
12.12,41.9115
12.14,41.9455
12.16,41.9794
12.18,42.0131
12.2,42.0467
12.22,42.0801
12.24,42.1134
12.26,42.1465
12.28,42.1795
12.3,42.2124
12.32,42.2451
12.34,42.2777
12.36,42.3102
12.38,42.3425
12.4,42.3747
12.42,42.4068
12.44,42.4387
12.46,42.4705
12.48,42.5022
12.5,42.5337
12.52,42.5651
12.54,42.5964
12.56,42.6276
12.58,42.6586
12.6,42.6896
12.62,42.7204
12.64,42.7511
12.66,42.7816
12.68,42.8121
12.7,42.8424
12.72,42.8726
12.74,42.9027
12.76,42.9327
12.78,42.9626
12.8,42.9924
12.82,43.022
12.84,43.0515
12.86,43.081
12.88,43.1103
12.9,43.1395
12.92,43.1686
12.94,43.1977
12.96,43.2266
12.98,43.2554
13,43.2841
13.02,43.3127
13.04,43.3412
13.06,43.3696
13.08,43.3978
13.1,43.426
13.12,43.4541
13.14,43.4821
13.16,43.5101
13.18,43.5379
13.2,43.5656
13.22,43.5932
13.24,43.6207
13.26,43.6482
13.28,43.6755
13.3,43.7028
13.32,43.7299
13.34,43.757
13.36,43.784
13.38,43.8109
13.4,43.8377
13.42,43.8644
13.44,43.8911
13.46,43.9176
13.48,43.9441
13.5,43.9705
13.52,43.9968
13.54,44.023
13.56,44.0491
13.58,44.0752
13.6,44.1012
13.62,44.127
13.64,44.1529
13.66,44.1786
13.68,44.2043
13.7,44.2298
13.72,44.2553
13.74,44.2808
13.76,44.3061
13.78,44.3314
13.8,44.3566
13.82,44.3817
13.84,44.4067
13.86,44.4317
13.88,44.4566
13.9,44.4815
13.92,44.5062
13.94,44.5309
13.96,44.5555
13.98,44.5801
14,44.6046
14.02,44.629
14.04,44.6533
14.06,44.6776
14.08,44.7018
14.1,44.7259
14.12,44.75
14.14,44.774
14.16,44.7979
14.18,44.8218
14.2,44.8456
14.22,44.8694
14.24,44.8931
14.26,44.9167
14.28,44.9403
14.3,44.9638
14.32,44.9872
14.34,45.0106
14.36,45.0339
14.38,45.0571
14.4,45.0803
14.42,45.1035
14.44,45.1266
14.46,45.1496
14.48,45.1725
14.5,45.1954
14.52,45.2183
14.54,45.2411
14.56,45.2638
14.58,45.2865
14.6,45.3091
14.62,45.3317
14.64,45.3542
14.66,45.3767
14.68,45.3991
14.7,45.4215
14.72,45.4438
14.74,45.4661
14.76,45.4883
14.78,45.5104
14.8,45.5325
14.82,45.5546
14.84,45.5766
14.86,45.5986
14.88,45.6205
14.9,45.6423
14.92,45.6642
14.94,45.6859
14.96,45.7077
14.98,45.7294
15,45.751
15.02,45.7726
15.04,45.7941
15.06,45.8156
15.08,45.8371
15.1,45.8585
15.12,45.8799
15.14,45.9013
15.16,45.9226
15.18,45.9439
15.2,45.9651
15.22,45.9863
15.24,46.0074
15.26,46.0286
15.28,46.0496
15.3,46.0707
15.32,46.0917
15.34,46.1127
15.36,46.1337
15.38,46.1546
15.4,46.1755
15.42,46.1964
15.44,46.2172
15.46,46.2381
15.48,46.2589
15.5,46.2797
15.52,46.3004
15.54,46.3212
15.56,46.3419
15.58,46.3627
15.6,46.3834
15.62,46.4041
15.64,46.4248
15.66,46.4455
15.68,46.4662
15.7,46.4869
15.72,46.5077
15.74,46.5284
15.76,46.5492
15.78,46.57
15.8,46.5908
15.82,46.6117
15.84,46.6326
15.86,46.6536
15.88,46.6747
15.9,46.6958
15.92,46.7171
15.94,46.7385
15.96,46.76
15.98,46.7817
16,46.8036
16.02,46.8258
16.04,46.8482
16.06,46.871
16.08,46.8942
16.1,46.9179
16.12,46.9421
16.14,46.9671
16.16,46.9931
16.18,47.0202
16.2,47.0488
16.22,47.0794
16.24,47.1125
16.26,47.1492
16.28,47.1907
16.3,47.2392
16.32,47.2971
16.34,47.3661
16.36,47.434
16.38,47.4044
16.4,47.0796
16.42,46.8292
16.44,46.8334
16.46,46.8974
16.48,46.9604
16.5,47.0143
16.52,47.0602
16.54,47.1
16.56,47.1353
16.58,47.1673
16.6,47.1968
16.62,47.2245
16.64,47.2506
16.66,47.2755
16.68,47.2995
16.7,47.3227
16.72,47.3453
16.74,47.3673
16.76,47.3888
16.78,47.41
16.8,47.4308
16.82,47.4513
16.84,47.4715
16.86,47.4915
16.88,47.5113
16.9,47.5309
16.92,47.5503
16.94,47.5696
16.96,47.5888
16.98,47.6078
17,47.6266
17.02,47.6454
17.04,47.6641
17.06,47.6827
17.08,47.7011
17.1,47.7195
17.12,47.7379
17.14,47.7561
17.16,47.7743
17.18,47.7924
17.2,47.8104
17.22,47.8284
17.24,47.8463
17.26,47.8642
17.28,47.882
17.3,47.8997
17.32,47.9174
17.34,47.9351
17.36,47.9527
17.38,47.9703
17.4,47.9878
17.42,48.0052
17.44,48.0227
17.46,48.0401
17.48,48.0574
17.5,48.0747
17.52,48.092
17.54,48.1092
17.56,48.1264
17.58,48.1436
17.6,48.1607
17.62,48.1778
17.64,48.1948
17.66,48.2118
17.68,48.2288
17.7,48.2458
17.72,48.2627
17.74,48.2796
17.76,48.2964
17.78,48.3133
17.8,48.3301
17.82,48.3468
17.84,48.3636
17.86,48.3803
17.88,48.397
17.9,48.4136
17.92,48.4303
17.94,48.4469
17.96,48.4634
17.98,48.48
18,48.4965
18.02,48.513
18.04,48.5295
18.06,48.5459
18.08,48.5623
18.1,48.5787
18.12,48.5951
18.14,48.6114
18.16,48.6277
18.18,48.644
18.2,48.6603
18.22,48.6766
18.24,48.6928
18.26,48.709
18.28,48.7252
18.3,48.7413
18.32,48.7575
18.34,48.7736
18.36,48.7897
18.38,48.8057
18.4,48.8218
18.42,48.8378
18.44,48.8538
18.46,48.8698
18.48,48.8858
18.5,48.9017
18.52,48.9176
18.54,48.9335
18.56,48.9494
18.58,48.9653
18.6,48.9811
18.62,48.9969
18.64,49.0127
18.66,49.0285
18.68,49.0443
18.7,49.0601
18.72,49.0758
18.74,49.0915
18.76,49.1072
18.78,49.1229
18.8,49.1385
18.82,49.1542
18.84,49.1698
18.86,49.1854
18.88,49.201
18.9,49.2165
18.92,49.2321
18.94,49.2476
18.96,49.2631
18.98,49.2786
19,49.2941
19.02,49.3096
19.04,49.325
19.06,49.3404
19.08,49.3559
19.1,49.3713
19.12,49.3866
19.14,49.402
19.16,49.4174
19.18,49.4327
19.2,49.448
19.22,49.4633
19.24,49.4786
19.26,49.4939
19.28,49.5091
19.3,49.5244
19.32,49.5396
19.34,49.5548
19.36,49.57
19.38,49.5852
19.4,49.6004
19.42,49.6156
19.44,49.6307
19.46,49.6458
19.48,49.661
19.5,49.6761
19.52,49.6912
19.54,49.7063
19.56,49.7213
19.58,49.7364
19.6,49.7514
19.62,49.7665
19.64,49.7815
19.66,49.7965
19.68,49.8115
19.7,49.8265
19.72,49.8415
19.74,49.8564
19.76,49.8714
19.78,49.8863
19.8,49.9012
19.82,49.9162
19.84,49.9311
19.86,49.946
19.88,49.9609
19.9,49.9758
19.92,49.9906
19.94,50.0055
19.96,50.0204
19.98,50.0352
20,50.05
C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=17.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
2,52.7156
2.02,52.6156
2.04,52.5162
2.06,52.4176
2.08,52.3196
2.1,52.2222
2.12,52.1255
2.14,52.0294
2.16,51.9338
2.18,51.8389
2.2,51.7445
2.22,51.6507
2.24,51.5574
2.26,51.4647
2.28,51.3725
2.3,51.2807
2.32,51.1895
2.34,51.0987
2.36,51.0084
2.38,50.9186
2.4,50.8292
2.42,50.7402
2.44,50.6517
2.46,50.5635
2.48,50.4758
2.5,50.3884
2.52,50.3014
2.54,50.2148
2.56,50.1285
2.58,50.0426
2.6,49.9571
2.62,49.8718
2.64,49.7869
2.66,49.7023
2.68,49.618
2.7,49.534
2.72,49.4503
2.74,49.3669
2.76,49.2837
2.78,49.2008
2.8,49.1182
2.82,49.0358
2.84,48.9536
2.86,48.8717
2.88,48.79
2.9,48.7085
2.92,48.6273
2.94,48.5462
2.96,48.4653
2.98,48.3846
3,48.3042
3.02,48.2238
3.04,48.1437
3.06,48.0637
3.08,47.9839
3.1,47.9042
3.12,47.8247
3.14,47.7453
3.16,47.666
3.18,47.5869
3.2,47.5078
3.22,47.4289
3.24,47.3501
3.26,47.2715
3.28,47.1929
3.3,47.1143
3.32,47.0359
3.34,46.9576
3.36,46.8793
3.38,46.8011
3.4,46.723
3.42,46.6449
3.44,46.5668
3.46,46.4888
3.48,46.4109
3.5,46.333
3.52,46.2551
3.54,46.1772
3.56,46.0993
3.58,46.0215
3.6,45.9437
3.62,45.8658
3.64,45.788
3.66,45.7101
3.68,45.6323
3.7,45.5544
3.72,45.4765
3.74,45.3986
3.76,45.3206
3.78,45.2426
3.8,45.1645
3.82,45.0864
3.84,45.0082
3.86,44.93
3.88,44.8517
3.9,44.7733
3.92,44.6948
3.94,44.6163
3.96,44.5376
3.98,44.4589
4,44.3801
4.02,44.3011
4.04,44.2221
4.06,44.1429
4.08,44.0636
4.1,43.9842
4.12,43.9046
4.14,43.8249
4.16,43.7451
4.18,43.6651
4.2,43.5849
4.22,43.5046
4.24,43.4241
4.26,43.3434
4.28,43.2625
4.3,43.1815
4.32,43.1002
4.34,43.0188
4.36,42.9371
4.38,42.8553
4.4,42.7732
4.42,42.6908
4.44,42.6083
4.46,42.5255
4.48,42.4424
4.5,42.3591
4.52,42.2756
4.54,42.1918
4.56,42.1076
4.58,42.0232
4.6,41.9386
4.62,41.8536
4.64,41.7683
4.66,41.6827
4.68,41.5968
4.7,41.5105
4.72,41.4239
4.74,41.337
4.76,41.2497
4.78,41.162
4.8,41.074
4.82,40.9855
4.84,40.8967
4.86,40.8075
4.88,40.7179
4.9,40.6279
4.92,40.5374
4.94,40.4465
4.96,40.3551
4.98,40.2633
5,40.171
5.02,40.0783
5.04,39.985
5.06,39.8913
5.08,39.797
5.1,39.7022
5.12,39.6068
5.14,39.5109
5.16,39.4145
5.18,39.3174
5.2,39.2198
5.22,39.1216
5.24,39.0227
5.26,38.9232
5.28,38.8231
5.3,38.7223
5.32,38.6208
5.34,38.5186
5.36,38.4158
5.38,38.3122
5.4,38.2078
5.42,38.1027
5.44,37.9968
5.46,37.8901
5.48,37.7826
5.5,37.6742
5.52,37.565
5.54,37.4549
5.56,37.3439
5.58,37.232
5.6,37.1191
5.62,37.0053
5.64,36.8905
5.66,36.7746
5.68,36.6577
5.7,36.5397
5.72,36.4206
5.74,36.3004
5.76,36.179
5.78,36.0565
5.8,35.9326
5.82,35.8076
5.84,35.6812
5.86,35.5535
5.88,35.4245
5.9,35.294
5.92,35.1621
5.94,35.0287
5.96,34.8938
5.98,34.7572
6,34.6191
6.02,34.4793
6.04,34.3377
6.06,34.1944
6.08,34.0492
6.1,33.9022
6.12,33.7531
6.14,33.6021
6.16,33.449
6.18,33.2937
6.2,33.1361
6.22,32.9763
6.24,32.8141
6.26,32.6493
6.28,32.4821
6.3,32.3121
6.32,32.1394
6.34,31.9638
6.36,31.7852
6.38,31.6035
6.4,31.4186
6.42,31.2304
6.44,31.0386
6.46,30.8432
6.48,30.644
6.5,30.4408
6.52,30.2334
6.54,30.0217
6.56,29.8054
6.58,29.5843
6.6,29.3582
6.62,29.1269
6.64,28.89
6.66,28.6472
6.68,28.3983
6.7,28.1428
6.72,27.8805
6.74,27.6109
6.76,27.3335
6.78,27.0478
6.8,26.7534
6.82,26.4496
6.84,26.1357
6.86,25.8111
6.88,25.4749
6.9,25.1263
6.92,24.7642
6.94,24.3875
6.96,23.9949
6.98,23.5849
7,23.156
7.02,22.7061
7.04,22.233
7.06,21.7342
7.08,21.2066
7.1,20.6466
7.12,20.0497
7.14,19.4107
7.16,18.7231
7.18,17.9787
7.2,17.167
7.22,16.2746
7.24,15.2833
7.26,14.1683
7.28,12.8942
7.3,11.4079
7.32,9.62549
7.34,7.40261
7.36,4.46573
7.38,0.248257
7.4,-5.54253
7.42,-3.47069
7.44,1.94089
7.46,5.57899
7.48,8.19022
7.5,10.209
7.52,11.8495
7.54,13.2292
7.56,14.4186
7.58,15.4633
7.6,16.3943
7.62,17.2335
7.64,17.9974
7.66,18.6981
7.68,19.3451
7.7,19.946
7.72,20.5068
7.74,21.0325
7.76,21.5272
7.78,21.9941
7.8,22.4363
7.82,22.8562
7.84,23.2559
7.86,23.6371
7.88,24.0016
7.9,24.3506
7.92,24.6855
7.94,25.0072
7.96,25.3168
7.98,25.6151
8,25.9029
8.02,26.1809
8.04,26.4497
8.06,26.71
8.08,26.9621
8.1,27.2066
8.12,27.444
8.14,27.6745
8.16,27.8987
8.18,28.1168
8.2,28.3291
8.22,28.536
8.24,28.7376
8.26,28.9343
8.28,29.1263
8.3,29.3138
8.32,29.4969
8.34,29.6759
8.36,29.851
8.38,30.0223
8.4,30.19
8.42,30.3542
8.44,30.515
8.46,30.6727
8.48,30.8272
8.5,30.9788
8.52,31.1275
8.54,31.2734
8.56,31.4167
8.58,31.5574
8.6,31.6956
8.62,31.8315
8.64,31.9649
8.66,32.0962
8.68,32.2253
8.7,32.3522
8.72,32.4772
8.74,32.6001
8.76,32.7211
8.78,32.8403
8.8,32.9577
8.82,33.0733
8.84,33.1872
8.86,33.2994
8.88,33.4101
8.9,33.5191
8.92,33.6267
8.94,33.7327
8.96,33.8374
8.98,33.9406
9,34.0424
9.02,34.143
9.04,34.2422
9.06,34.3401
9.08,34.4368
9.1,34.5323
9.12,34.6266
9.14,34.7198
9.16,34.8118
9.18,34.9028
9.2,34.9927
9.22,35.0815
9.24,35.1693
9.26,35.2561
9.28,35.3419
9.3,35.4268
9.32,35.5107
9.34,35.5937
9.36,35.6758
9.38,35.757
9.4,35.8374
9.42,35.9169
9.44,35.9956
9.46,36.0735
9.48,36.1506
9.5,36.2269
9.52,36.3024
9.54,36.3772
9.56,36.4513
9.58,36.5246
9.6,36.5973
9.62,36.6692
9.64,36.7405
9.66,36.8111
9.68,36.881
9.7,36.9503
9.72,37.019
9.74,37.0871
9.76,37.1545
9.78,37.2213
9.8,37.2876
9.82,37.3533
9.84,37.4184
9.86,37.4829
9.88,37.5469
9.9,37.6103
9.92,37.6733
9.94,37.7357
9.96,37.7976
9.98,37.8589
10,37.9198
10.02,37.9802
10.04,38.0401
10.06,38.0996
10.08,38.1585
10.1,38.217
10.12,38.2751
10.14,38.3327
10.16,38.3899
10.18,38.4466
10.2,38.5029
10.22,38.5588
10.24,38.6143
10.26,38.6694
10.28,38.7241
10.3,38.7784
10.32,38.8323
10.34,38.8858
10.36,38.9389
10.38,38.9917
10.4,39.0441
10.42,39.0962
10.44,39.1479
10.46,39.1992
10.48,39.2502
10.5,39.3009
10.52,39.3513
10.54,39.4014
10.56,39.4513
10.58,39.5009
10.6,39.5504
10.62,39.5989
10.64,39.6435
10.66,39.6911
10.68,39.7394
10.7,39.7872
10.72,39.8345
10.74,39.8815
10.76,39.9282
10.78,39.9745
10.8,40.0206
10.82,40.0663
10.84,40.1118
10.86,40.1569
10.88,40.2018
10.9,40.2465
10.92,40.2908
10.94,40.3349
10.96,40.3788
10.98,40.4224
11,40.4657
11.02,40.5088
11.04,40.5516
11.06,40.5942
11.08,40.6366
11.1,40.6787
11.12,40.7206
11.14,40.7623
11.16,40.8037
11.18,40.8449
11.2,40.8859
11.22,40.9267
11.24,40.9672
11.26,41.0075
11.28,41.0476
11.3,41.0875
11.32,41.1272
11.34,41.1667
11.36,41.206
11.38,41.2451
11.4,41.284
11.42,41.3227
11.44,41.3612
11.46,41.3994
11.48,41.4376
11.5,41.4755
11.52,41.5132
11.54,41.5507
11.56,41.5881
11.58,41.6253
11.6,41.6623
11.62,41.6991
11.64,41.7357
11.66,41.7722
11.68,41.8085
11.7,41.8446
11.72,41.8806
11.74,41.9164
11.76,41.952
11.78,41.9875
11.8,42.0228
11.82,42.0579
11.84,42.0929
11.86,42.1277
11.88,42.1624
11.9,42.1969
11.92,42.2312
11.94,42.2654
11.96,42.2995
11.98,42.3334
12,42.3672
12.02,42.4008
12.04,42.4342
12.06,42.4676
12.08,42.5007
12.1,42.5338
12.12,42.5667
12.14,42.5994
12.16,42.6321
12.18,42.6646
12.2,42.6969
12.22,42.7291
12.24,42.7612
12.26,42.7932
12.28,42.825
12.3,42.8567
12.32,42.8883
12.34,42.9198
12.36,42.9511
12.38,42.9823
12.4,43.0134
12.42,43.0443
12.44,43.0752
12.46,43.1059
12.48,43.1365
12.5,43.1669
12.52,43.1973
12.54,43.2276
12.56,43.2577
12.58,43.2877
12.6,43.3176
12.62,43.3474
12.64,43.3771
12.66,43.4067
12.68,43.4361
12.7,43.4655
12.72,43.4947
12.74,43.5239
12.76,43.5529
12.78,43.5819
12.8,43.6107
12.82,43.6394
12.84,43.668
12.86,43.6966
12.88,43.725
12.9,43.7533
12.92,43.7815
12.94,43.8097
12.96,43.8377
12.98,43.8656
13,43.8935
13.02,43.9212
13.04,43.9489
13.06,43.9764
13.08,44.0039
13.1,44.0313
13.12,44.0586
13.14,44.0857
13.16,44.1129
13.18,44.1399
13.2,44.1668
13.22,44.1936
13.24,44.2204
13.26,44.2471
13.28,44.2736
13.3,44.3001
13.32,44.3265
13.34,44.3529
13.36,44.3791
13.38,44.4053
13.4,44.4314
13.42,44.4574
13.44,44.4833
13.46,44.5091
13.48,44.5349
13.5,44.5606
13.52,44.5862
13.54,44.6117
13.56,44.6371
13.58,44.6625
13.6,44.6878
13.62,44.713
13.64,44.7382
13.66,44.7633
13.68,44.7883
13.7,44.8132
13.72,44.8381
13.74,44.8629
13.76,44.8876
13.78,44.9122
13.8,44.9368
13.82,44.9613
13.84,44.9857
13.86,45.0101
13.88,45.0344
13.9,45.0586
13.92,45.0828
13.94,45.1069
13.96,45.1309
13.98,45.1549
14,45.1788
14.02,45.2026
14.04,45.2264
14.06,45.2501
14.08,45.2738
14.1,45.2973
14.12,45.3209
14.14,45.3443
14.16,45.3677
14.18,45.3911
14.2,45.4143
14.22,45.4376
14.24,45.4607
14.26,45.4838
14.28,45.5069
14.3,45.5298
