C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_2port.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-Photon_count_2_V5_2D_2_5CELL_mod_2port
14.8185,-1.05816
14.8189,-1.04945
14.819,-1.04744
14.8195,-1.03738
14.8195,-1.03694
14.82,-1.02666
14.8201,-1.02533
14.8205,-1.01661
14.8207,-1.01331
14.821,-1.00678
14.8213,-1.00135
14.8215,-0.997176
14.8219,-0.989443
14.822,-0.987784
14.8225,-0.978606
14.8226,-0.977611
14.823,-0.969639
14.8232,-0.965864
14.8235,-0.960882
14.8239,-0.954214
14.824,-0.952329
14.8245,-0.943978
14.8246,-0.942674
14.825,-0.935826
14.8253,-0.931253
14.8255,-0.927869
14.826,-0.920103
14.826,-0.919963
14.8265,-0.912525
14.8267,-0.908816
14.827,-0.905131
14.8275,-0.897917
14.8275,-0.89782
14.828,-0.89088
14.8283,-0.886986
14.8285,-0.884016
14.829,-0.877321
14.8291,-0.876323
14.8295,-0.870792
14.8299,-0.86584
14.83,-0.864424
14.8305,-0.858214
14.8307,-0.855545
14.831,-0.852158
14.8315,-0.846254
14.8316,-0.845445
14.832,-0.840496
14.8324,-0.835547
14.8325,-0.834882
14.833,-0.829408
14.8333,-0.825858
14.8335,-0.82407
14.834,-0.818866
14.8342,-0.816384
14.8345,-0.813791
14.835,-0.808843
14.8352,-0.807129
14.8355,-0.804019
14.836,-0.799315
14.8361,-0.798098
14.8365,-0.794728
14.837,-0.790255
14.8371,-0.789295
14.8375,-0.785893
14.838,-0.781639
14.8381,-0.780722
14.8385,-0.777491
14.839,-0.773446
14.8391,-0.772383
14.8395,-0.7695
14.84,-0.765652
14.8402,-0.764279
14.8405,-0.761898
14.841,-0.758237
14.8413,-0.756412
14.8415,-0.754665
14.842,-0.751181
14.8424,-0.748782
14.8425,-0.747781
14.843,-0.744465
14.8435,-0.741388
14.8435,-0.741229
14.844,-0.738071
14.8445,-0.73499
14.8446,-0.734232
14.845,-0.731983
14.8455,-0.729048
14.8458,-0.727312
14.846,-0.726183
14.8465,-0.723387
14.847,-0.720657
14.847,-0.720625
14.8475,-0.717992
14.848,-0.715391
14.8482,-0.714171
14.8495,-0.707947
14.85,-0.705581
14.8505,-0.703271
14.851,-0.701014
14.8515,-0.698809
14.852,-0.696655
14.8525,-0.69455
14.853,-0.692494
14.8535,-0.690484
14.854,-0.688521
14.8545,-0.686601
14.855,-0.684725
14.8555,-0.682892
14.856,-0.681099
14.8565,-0.679346
14.857,-0.677633
14.8575,-0.675957
14.858,-0.674318
